words,itemnum,condition,word01,word02,word03,word04,word05,word06,word07,word08,word09,word10,word11,word12,word13,word14,word15,word16,group,critical_word,critical_word_pos,Sentence,RemovalType,WordsKept,WordsRemoved,ListNumber,Code
Jan poured the milk and cereal into her bowl at breakfast time.,66,HC,Jan,poured,the,milk,and,cereal,into,her,bowl,at,breakfast,time.,,,,,39,bowl,9,Jan poured the milk and cereal into her bowl at,3,10,2,4,HC66R3
My passengers jumped when I stepped on the brake all of a sudden.,70,MC,My,passengers,jumped,when,I,stepped,on,the,brake,all,of,a,sudden.,,,,16,brake,9,My passengers jumped when I stepped on the brake,2,9,4,4,MC70R2
Laurence got some yeast to bake his own bread from scratch.,72,HC,Laurence,got,some,yeast,to,bake,his,own,bread,from,scratch.,,,,,,11,bread,9,Laurence got some yeast to bake his own,1,8,3,4,HC72R1
My roommate was hoping to build his own small business in Wichita.,76,MC,My,roommate,was,hoping,to,build,his,own,small,business,in,Wichita.,,,,,105,business,10,My roommate was hoping to build his own small business in,3,11,1,4,MC76R3
My wife said that she didn't like that kind of cake after all.,80,LC,My,wife,said,that,she,didn't,like,that,kind,of,cake,after,all.,,,,20,cake,11,My wife said that she didn't like that kind of cake,2,11,2,4,LC80R2
The farmer gave milk to the brown calf in the barn.,82,MC,The,farmer,gave,milk,to,the,brown,calf,in,the,barn.,,,,,,157,calf,8,The farmer gave milk to the brown,1,7,4,4,MC82R1
We watched my nephew try to set up camp after the storm lifted.,86,LC,We,watched,my,nephew,try,to,set,up,camp,after,the,storm,lifted.,,,,98,camp,9,We watched my nephew try to set up camp after,3,10,3,4,LC86R3
"On Halloween, the costumed children grabbed several pieces of candy with nuts.",87,HC,On,"Halloween,",the,costumed,children,grabbed,several,pieces,of,candy,with,nuts.,,,,,158,candy,10,"On Halloween, the costumed children grabbed several pieces of candy",2,10,2,4,HC87R2
"At security, the guards needed to inspect his card once again.",92,LC,At,"security,",the,guards,needed,to,inspect,his,card,once,again.,,,,,,107,card,9,"At security, the guards needed to inspect his",1,8,3,4,LC92R1
"In the cartoon, Bugs Bunny was munching on a carrot that looked wilted.",93,HC,In,the,"cartoon,",Bugs,Bunny,was,munching,on,a,carrot,that,looked,wilted.,,,,55,carrot,10,"In the cartoon, Bugs Bunny was munching on a carrot that",3,11,2,4,HC93R3
The grocery store employee had to retrieve the cart near the tall shelves.,97,MC,The,grocery,store,employee,had,to,retrieve,the,cart,near,the,tall,shelves.,,,,30,cart,9,The grocery store employee had to retrieve the cart,2,9,4,4,MC97R2
The biologist knew that there were bats living in the cave in the woods.,99,HC,The,biologist,knew,that,there,were,bats,living,in,the,cave,in,the,woods.,,,79,cave,11,The biologist knew that there were bats living in the,1,10,4,4,HC99R1
The scientists were extracting the DNA from a cell in a living organism.,103,MC,The,scientists,were,extracting,the,DNA,from,a,cell,in,a,living,organism.,,,,144,cell,9,The scientists were extracting the DNA from a cell in,3,10,3,4,MC103R3
"While searching around in the garage, the man found a piece of chalk at home.",107,LC,While,searching,around,in,the,"garage,",the,man,found,a,piece,of,chalk,at,home.,,196,chalk,13,"While searching around in the garage, the man found a piece of chalk",2,13,2,4,LC107R2
The two Russians played another round of chess at Victor's house.,109,MC,The,two,Russians,played,another,round,of,chess,at,Victor's,house.,,,,,,213,chess,8,The two Russians played another round of,1,7,4,4,MC109R1
"Every Spring, my family cleans out the basement and the chimney of the house.",113,LC,Every,"Spring,",my,family,cleans,out,the,basement,and,the,chimney,of,the,house.,,,106,chimney,11,"Every Spring, my family cleans out the basement and the chimney of",3,12,2,4,LC113R3
The soprano auditioned for the church choir in the evening.,114,HC,The,soprano,auditioned,for,the,church,choir,in,the,evening.,,,,,,,194,choir,7,The soprano auditioned for the church choir,2,7,3,4,HC114R2
All of the fifth-graders had to get in a circle on the rug.,119,LC,All,of,the,fifth-graders,had,to,get,in,a,circle,on,the,rug.,,,,47,circle,10,All of the fifth-graders had to get in a,1,9,4,4,LC119R1
"Above the doorway, he heard the ticking of the old clock on the wall.",120,HC,Above,the,"doorway,",he,heard,the,ticking,of,the,old,clock,on,the,wall.,,,35,clock,11,"Above the doorway, he heard the ticking of the old clock on",3,12,2,4,HC120R3
The caterpillar was trying its best to escape from the cocoon made of silk.,124,MC,The,caterpillar,was,trying,its,best,to,escape,from,the,cocoon,made,of,silk.,,,25,cocoon,11,The caterpillar was trying its best to escape from the cocoon,2,11,3,4,MC124R2
Melissa asks for decaf when ordering her cup of coffee at the restaurant.,126,HC,Melissa,asks,for,decaf,when,ordering,her,cup,of,coffee,at,the,restaurant.,,,,123,coffee,10,Melissa asks for decaf when ordering her cup of,1,9,4,4,HC126R1
"Because it was rare, he could get some money from selling the coin in Dallas.",130,MC,Because,it,was,"rare,",he,could,get,some,money,from,selling,the,coin,in,Dallas.,,190,coin,13,"Because it was rare, he could get some money from selling the coin in",3,14,1,4,MC130R3
The boyscout always carried a first-aid kit and a compass in his bag.,134,LC,The,boyscout,always,carried,a,first-aid,kit,and,a,compass,in,his,bag.,,,,173,compass,10,The boyscout always carried a first-aid kit and a compass,2,10,3,4,LC134R2
They were worried that the cat would tear up the couch in the den.,136,MC,They,were,worried,that,the,cat,would,tear,up,the,couch,in,the,den.,,,5,couch,11,They were worried that the cat would tear up the,1,10,4,4,MC136R1
Eric picked up his friend and brought him to court On Tuesday.,140,LC,Eric,picked,up,his,friend,and,brought,him,to,court,On,Tuesday.,,,,,203,court,10,Eric picked up his friend and brought him to court On,3,11,1,4,LC140R3
Jesus was crucified on a large wooden cross made of oak.,141,HC,Jesus,was,crucified,on,a,large,wooden,cross,made,of,oak.,,,,,,169,cross,8,Jesus was crucified on a large wooden cross,2,8,3,4,HC141R2
The merchant paid for the goods with a golden crown with bright jewels.,146,LC,The,merchant,paid,for,the,goods,with,a,golden,crown,with,bright,jewels.,,,,209,crown,10,The merchant paid for the goods with a golden,1,9,4,4,LC146R1
The disease is fatal as there is no known cure for it.,147,HC,The,disease,is,fatal,as,there,is,no,known,cure,for,it.,,,,,14,cure,10,The disease is fatal as there is no known cure for,3,11,1,4,HC147R3
"Somehow, farmers were able to grow crops in the desert in Algeria.",151,MC,"Somehow,",farmers,were,able,to,grow,crops,in,the,desert,in,Algeria.,,,,,99,desert,10,"Somehow, farmers were able to grow crops in the desert",2,10,2,4,MC151R2
"Late at the office, Victor can always be found sitting at his desk near the window.",153,HC,Late,at,the,"office,",Victor,can,always,be,found,sitting,at,his,desk,near,the,window.,97,desk,13,"Late at the office, Victor can always be found sitting at his",1,12,4,4,HC153R1
"Before leaving the driveway, my wife checked the baby's diaper for accidents.",157,MC,Before,leaving,the,"driveway,",my,wife,checked,the,baby's,diaper,for,accidents.,,,,,177,diaper,10,"Before leaving the driveway, my wife checked the baby's diaper for",3,11,1,4,MC157R3
"While cleaning out the cluttered closet, Helen found both of the dice last night.",161,LC,While,cleaning,out,the,cluttered,"closet,",Helen,found,both,of,the,dice,last,night.,,,126,dice,12,"While cleaning out the cluttered closet, Helen found both of the dice",2,12,2,4,LC161R2
The young woman was inspired by the scientist and the doctor at the clinic.,163,MC,The,young,woman,was,inspired,by,the,scientist,and,the,doctor,at,the,clinic.,,,133,doctor,11,The young woman was inspired by the scientist and the,1,10,4,4,MC163R1
In the corner of his eye he saw a white dove with outstretched wings.,167,LC,In,the,corner,of,his,eye,he,saw,a,white,dove,with,outstretched,wings.,,,180,dove,11,In the corner of his eye he saw a white dove with,3,12,2,4,LC167R3
Maria thought she looked great in her little black dress with sequins.,168,HC,Maria,thought,she,looked,great,in,her,little,black,dress,with,sequins.,,,,,128,dress,10,Maria thought she looked great in her little black dress,2,10,2,4,HC168R2
"When school ended, my friends just wanted to drink at the bar.",173,LC,When,school,"ended,",my,friends,just,wanted,to,drink,at,the,bar.,,,,,153,drink,9,"When school ended, my friends just wanted to",1,8,4,4,LC173R1
The lake had dried up after last year's drought in California.,174,HC,The,lake,had,dried,up,after,last,year's,drought,in,California.,,,,,,8,drought,9,The lake had dried up after last year's drought in,3,10,1,4,HC174R3
The farmer was waiting for the field to dry behind the barn.,178,MC,The,farmer,was,waiting,for,the,field,to,dry,behind,the,barn.,,,,,96,dry,9,The farmer was waiting for the field to dry,2,9,3,4,MC178R2
"Her fridge was empty, and she had nothing to eat while she waited.",180,HC,Her,fridge,was,"empty,",and,she,had,nothing,to,eat,while,she,waited.,,,,36,eat,10,"Her fridge was empty, and she had nothing to",1,9,4,4,HC180R1
The man really wanted to fry some more eggs after sunrise.,184,MC,The,man,really,wanted,to,fry,some,more,eggs,after,sunrise.,,,,,,147,eggs,9,The man really wanted to fry some more eggs after,3,10,1,4,MC184R3
My roommate needed to learn more about the election that was weeks away.,188,LC,My,roommate,needed,to,learn,more,about,the,election,that,was,weeks,away.,,,,83,election,9,My roommate needed to learn more about the election,2,9,4,4,LC188R2
His children thought the games were made by the elves on Christmas Eve.,190,MC,His,children,thought,the,games,were,made,by,the,elves,on,Christmas,Eve.,,,,197,elves,10,His children thought the games were made by the,1,9,4,4,MC190R1
Her new wallpaper was the same color as her eyes which were bright blue.,194,LC,Her,new,wallpaper,was,the,same,color,as,her,eyes,which,were,bright,blue.,,,10,eyes,10,Her new wallpaper was the same color as her eyes which,3,11,3,4,LC194R3
Old McDonald had plenty of animals on his farm in Pennsylvania.,195,HC,Old,McDonald,had,plenty,of,animals,on,his,farm,in,Pennsylvania.,,,,,,66,farm,9,Old McDonald had plenty of animals on his farm,2,9,2,4,HC195R2
"After he returned home from his travels, Jim became a farmer in his hometown.",200,LC,After,he,returned,home,from,his,"travels,",Jim,became,a,farmer,in,his,hometown.,,,149,farmer,11,"After he returned home from his travels, Jim became a",1,10,4,4,LC200R1
"Before mopping, he had to sweep the floor because the boss insisted.",201,HC,Before,"mopping,",he,had,to,sweep,the,floor,because,the,boss,insisted.,,,,,32,floor,8,"Before mopping, he had to sweep the floor because",3,9,3,4,HC201R3
The chef dumped out the measuring cup that was filled with flour from the store.,205,MC,The,chef,dumped,out,the,measuring,cup,that,was,filled,with,flour,from,the,store.,,146,flour,12,The chef dumped out the measuring cup that was filled with flour,2,12,3,4,MC205R2
"Pam received a rose, but preferred any other species of flower according to Alan.",207,HC,Pam,received,a,"rose,",but,preferred,any,other,species,of,flower,according,to,Alan.,,,185,flower,11,"Pam received a rose, but preferred any other species of",1,10,4,4,HC207R1
"When it's locked in a cage, it can no longer fly or move around.",211,MC,When,it's,locked,in,a,"cage,",it,can,no,longer,fly,or,move,around.,,,172,fly,11,"When it's locked in a cage, it can no longer fly or",3,12,2,4,MC211R3
Brenda had a change of heart and decided to switch the font of the magazine.,215,LC,Brenda,had,a,change,of,heart,and,decided,to,switch,the,font,of,the,magazine.,,181,font,12,Brenda had a change of heart and decided to switch the font,2,12,3,4,LC215R2
The burglar stole the painting but left the elegant frame made of silver.,217,MC,The,burglar,stole,the,painting,but,left,the,elegant,frame,made,of,silver.,,,,150,frame,10,The burglar stole the painting but left the elegant,1,9,4,4,MC217R1
Jason brought his parents a lot of fruit as well.,221,LC,Jason,brought,his,parents,a,lot,of,fruit,as,well.,,,,,,,178,fruit,8,Jason brought his parents a lot of fruit as,3,9,1,4,LC221R3
Gasoline usually costs about three dollars for a gallon in Virginia.,222,HC,Gasoline,usually,costs,about,three,dollars,for,a,gallon,in,Virginia.,,,,,,122,gallon,9,Gasoline usually costs about three dollars for a gallon,2,9,2,4,HC222R2
Her mother was adamant that she has to wear glasses in class.,227,LC,Her,mother,was,adamant,that,she,has,to,wear,glasses,in,class.,,,,,44,glasses,10,Her mother was adamant that she has to wear,1,9,3,4,LC227R1
The doctor wore the sterile rubber gloves in the hospital.,228,HC,The,doctor,wore,the,sterile,rubber,gloves,in,the,hospital.,,,,,,,143,gloves,7,The doctor wore the sterile rubber gloves in,3,8,2,4,HC228R3
"Their team never won, because they never got a goal during the game.",232,MC,Their,team,never,"won,",because,they,never,got,a,goal,during,the,game.,,,,137,goal,10,"Their team never won, because they never got a goal",2,10,3,4,MC232R2
The collector's most valuable coins were made of silver and gold from India.,234,HC,The,collector's,most,valuable,coins,were,made,of,silver,and,gold,from,India.,,,,215,gold,11,The collector's most valuable coins were made of silver and,1,10,3,4,HC234R1
The family wondered whether the visitors wanted to say grace around the table.,238,MC,The,family,wondered,whether,the,visitors,wanted,to,say,grace,around,the,table.,,,,114,grace,10,The family wondered whether the visitors wanted to say grace around,3,11,2,4,MC238R3
The restaurant was famous for making a delicious gravy that tastes great.,242,LC,The,restaurant,was,famous,for,making,a,delicious,gravy,that,tastes,great.,,,,,31,gravy,9,The restaurant was famous for making a delicious gravy,2,9,3,4,LC242R2
The security experts were arresting a brilliant hacker living in San Bernardino.,244,MC,The,security,experts,were,arresting,a,brilliant,hacker,living,in,San,Bernardino.,,,,,18,hacker,8,The security experts were arresting a brilliant,1,7,5,4,MC244R1
We noticed Brian had a nice looking haircut with clean lines.,248,LC,We,noticed,Brian,had,a,nice,looking,haircut,with,clean,lines.,,,,,,84,haircut,8,We noticed Brian had a nice looking haircut with,3,9,2,4,LC248R3
"The angry visitor said hello, but he refused to shake my hand at the office.",249,HC,The,angry,visitor,said,"hello,",but,he,refused,to,shake,my,hand,at,the,office.,,191,hand,12,"The angry visitor said hello, but he refused to shake my hand",2,12,3,4,HC249R2
The hikers didn't buy the tent because it was too heavy and bulky.,254,LC,The,hikers,didn't,buy,the,tent,because,it,was,too,heavy,and,bulky.,,,,67,heavy,11,The hikers didn't buy the tent because it was too,1,10,3,4,LC254R1
"They didn't have a puck or skates, so they couldn't play hockey at school.",255,HC,They,didn't,have,a,puck,or,"skates,",so,they,couldn't,play,hockey,at,school.,,,174,hockey,12,"They didn't have a puck or skates, so they couldn't play hockey at",3,13,1,4,HC255R3
We definitely saw the fish swallow the hook with the sharp point.,259,MC,We,definitely,saw,the,fish,swallow,the,hook,with,the,sharp,point.,,,,,219,hook,8,We definitely saw the fish swallow the hook,2,8,4,4,MC259R2
"To water the huge garden, they needed a long hose with an attachment.",261,HC,To,water,the,huge,"garden,",they,needed,a,long,hose,with,an,attachment.,,,,136,hose,10,"To water the huge garden, they needed a long",1,9,4,4,HC261R1
"For the wedding reception, they were supposed to meet at a nice hotel in town.",265,MC,For,the,wedding,"reception,",they,were,supposed,to,meet,at,a,nice,hotel,in,town.,,131,hotel,13,"For the wedding reception, they were supposed to meet at a nice hotel in",3,14,1,4,MC265R3
The chef said that he had run out of ideas to solve the problem.,269,LC,The,chef,said,that,he,had,run,out,of,ideas,to,solve,the,problem.,,,167,ideas,10,The chef said that he had run out of ideas,2,10,4,4,LC269R2
"To get warm, the two arctic explorers climbed inside a small igloo on a hill.",271,MC,To,get,"warm,",the,two,arctic,explorers,climbed,inside,a,small,igloo,on,a,hill.,,101,igloo,12,"To get warm, the two arctic explorers climbed inside a small",1,11,4,4,MC271R1
The supply cabinet had just run out of ink in the office.,275,LC,The,supply,cabinet,had,just,run,out,of,ink,in,the,office.,,,,,95,ink,9,The supply cabinet had just run out of ink in,3,10,2,4,LC275R3
The diabetic lady needed to inject some insulin to control her blood sugar.,276,HC,The,diabetic,lady,needed,to,inject,some,insulin,to,control,her,blood,sugar.,,,,168,insulin,8,The diabetic lady needed to inject some insulin,2,8,5,4,HC276R2
I saw some steam coming out of the new iron in the bedroom.,281,LC,I,saw,some,steam,coming,out,of,the,new,iron,in,the,bedroom.,,,,29,iron,10,I saw some steam coming out of the new,1,9,4,4,LC281R1
The sailors saw a single palm tree in the center of the island in Bermuda.,282,HC,The,sailors,saw,a,single,palm,tree,in,the,center,of,the,island,in,Bermuda.,,183,island,13,The sailors saw a single palm tree in the center of the island in,3,14,1,4,HC282R3
"Every Spring, the farmers would make jam and lots of jelly made from raspberries.",286,MC,Every,"Spring,",the,farmers,would,make,jam,and,lots,of,jelly,made,from,raspberries.,,,111,jelly,11,"Every Spring, the farmers would make jam and lots of jelly",2,11,3,4,MC286R2
He usually eats a whole orange rather than just drinking the juice at breakfast.,288,HC,He,usually,eats,a,whole,orange,rather,than,just,drinking,the,juice,at,breakfast.,,,81,juice,12,He usually eats a whole orange rather than just drinking the,1,11,3,4,HC288R1
"As she rushed out, she forgot to take her keys with her.",292,MC,As,she,rushed,"out,",she,forgot,to,take,her,keys,with,her.,,,,,212,keys,10,"As she rushed out, she forgot to take her keys with",3,11,1,4,MC292R3
She didn't want to make a judgement based on the first kiss on the lips.,296,LC,She,didn't,want,to,make,a,judgement,based,on,the,first,kiss,on,the,lips.,,132,kiss,12,She didn't want to make a judgement based on the first kiss,2,12,3,4,LC296R2
We decided to buy the cook a silver knife that was valuable.,298,MC,We,decided,to,buy,the,cook,a,silver,knife,that,was,valuable.,,,,,112,knife,9,We decided to buy the cook a silver,1,8,4,4,MC298R1
The marathon runners will cross more than six lanes of traffic.,302,LC,The,marathon,runners,will,cross,more,than,six,lanes,of,traffic.,,,,,,43,lanes,9,The marathon runners will cross more than six lanes of,3,10,1,4,LC302R3
The birthday card was funny and made me laugh at work.,303,HC,The,birthday,card,was,funny,and,made,me,laugh,at,work.,,,,,,125,laugh,9,The birthday card was funny and made me laugh,2,9,2,4,HC303R2
We saw the man walking barefoot across the lawn in front of his house.,308,LC,We,saw,the,man,walking,barefoot,across,the,lawn,in,front,of,his,house.,,,92,lawn,9,We saw the man walking barefoot across the,1,8,6,4,LC308R1
"When the company sued him, he decided to hire a lawyer right away.",309,HC,When,the,company,sued,"him,",he,decided,to,hire,a,lawyer,right,away.,,,,49,lawyer,11,"When the company sued him, he decided to hire a lawyer right",3,12,1,4,HC309R3
Her new skirt was made out of black leather and tough fabric.,313,MC,Her,new,skirt,was,made,out,of,black,leather,and,tough,fabric.,,,,,124,leather,9,Her new skirt was made out of black leather,2,9,3,4,MC313R2
Bill raked up all the leaves in front of his condo.,315,HC,Bill,raked,up,all,the,leaves,in,front,of,his,condo.,,,,,,142,leaves,6,Bill raked up all the,1,5,6,4,HC315R1
"When Peter's dark secret was discovered, everyone knew he was a liar with real issues.",319,MC,When,Peter's,dark,secret,was,"discovered,",everyone,knew,he,was,a,liar,with,real,issues.,,85,liar,12,"When Peter's dark secret was discovered, everyone knew he was a liar with",3,13,2,4,MC319R3
"After finishing up at the store, they went to the library down the street.",323,LC,After,finishing,up,at,the,"store,",they,went,to,the,library,down,the,street.,,,141,library,11,"After finishing up at the store, they went to the library",2,11,3,4,LC323R2
She couldn't read the book because her brother was blocking the light in the corner.,325,MC,She,couldn't,read,the,book,because,her,brother,was,blocking,the,light,in,the,corner.,,70,light,12,She couldn't read the book because her brother was blocking the,1,11,4,4,MC325R1
"At the store, she bought some black pens and some red lipstick that looked nice.",329,LC,At,the,"store,",she,bought,some,black,pens,and,some,red,lipstick,that,looked,nice.,,205,lipstick,12,"At the store, she bought some black pens and some red lipstick that",3,13,2,4,LC329R3
I had to go inside because the jackhammer was very loud and annoying.,330,HC,I,had,to,go,inside,because,the,jackhammer,was,very,loud,and,annoying.,,,,12,loud,11,I had to go inside because the jackhammer was very loud,2,11,2,4,HC330R2
He was late because he had to pick up his lunch and his thermos.,335,LC,He,was,late,because,he,had,to,pick,up,his,lunch,and,his,thermos.,,,21,lunch,11,He was late because he had to pick up his,1,10,4,4,LC335R1
The gentleman lit the candle using a single match which was surprising.,336,HC,The,gentleman,lit,the,candle,using,a,single,match,which,was,surprising.,,,,,148,match,9,The gentleman lit the candle using a single match which,3,10,2,4,HC336R3
Ben always did well in Biology because he had a good memory since childhood.,340,MC,Ben,always,did,well,in,Biology,because,he,had,a,good,memory,since,childhood.,,,22,memory,12,Ben always did well in Biology because he had a good memory,2,12,2,4,MC340R2
The dairy cow produced a lot of milk that looks fresh.,342,HC,The,dairy,cow,produced,a,lot,of,milk,that,looks,fresh.,,,,,,33,milk,8,The dairy cow produced a lot of,1,7,4,4,HC342R1
The couple camped near the side of the mountain in the Adirondacks.,346,MC,The,couple,camped,near,the,side,of,the,mountain,in,the,Adirondacks.,,,,,154,mountain,9,The couple camped near the side of the mountain in,3,10,2,4,MC346R3
"When the building burned down, the man was arrested for murder and arson.",350,LC,When,the,building,burned,"down,",the,man,was,arrested,for,murder,and,arson.,,,,208,murder,11,"When the building burned down, the man was arrested for murder",2,11,2,4,LC350R2
The head of the cheerleading squad needed to build some muscle real fast.,352,MC,The,head,of,the,cheerleading,squad,needed,to,build,some,muscle,real,fast.,,,,53,muscle,11,The head of the cheerleading squad needed to build some,1,10,3,4,MC352R1
When he was walking past the kitchen he accidentally dropped a napkin made of linen.,356,LC,When,he,was,walking,past,the,kitchen,he,accidentally,dropped,a,napkin,made,of,linen.,,34,napkin,12,When he was walking past the kitchen he accidentally dropped a napkin made,3,13,2,4,LC356R3
They had to walk single file because the path was too narrow and cramped.,357,HC,They,had,to,walk,single,file,because,the,path,was,too,narrow,and,cramped.,,,108,narrow,12,They had to walk single file because the path was too narrow,2,12,2,4,HC357R2
"Of all the animals, the peacock is known for its long neck and distinctive colors.",362,LC,Of,all,the,"animals,",the,peacock,is,known,for,its,long,neck,and,distinctive,colors.,,211,neck,12,"Of all the animals, the peacock is known for its long",1,11,4,4,LC362R1
She couldn't get the thread through the eye of the needle while quilting.,363,HC,She,couldn't,get,the,thread,through,the,eye,of,the,needle,while,quilting.,,,,193,needle,11,She couldn't get the thread through the eye of the needle while,3,12,1,4,HC363R3
"Up in the poplar tree, the stray cat found a nest made of twigs.",367,MC,Up,in,the,poplar,"tree,",the,stray,cat,found,a,nest,made,of,twigs.,,,207,nest,11,"Up in the poplar tree, the stray cat found a nest",2,11,3,4,MC367R2
The volleyball shot barely made it over the net in the high school gym.,369,HC,The,volleyball,shot,barely,made,it,over,the,net,in,the,high,school,gym.,,,54,net,9,The volleyball shot barely made it over the,1,8,6,4,HC369R1
"To keep their relationship secret, they usually meet at night in the city.",373,MC,To,keep,their,relationship,"secret,",they,usually,meet,at,night,in,the,city.,,,,184,night,10,"To keep their relationship secret, they usually meet at night in",3,11,2,4,MC373R3
Jack remembered that he needed to clean the oven at home.,377,LC,Jack,remembered,that,he,needed,to,clean,the,oven,at,home.,,,,,,86,oven,9,Jack remembered that he needed to clean the oven,2,9,2,4,LC377R2
They used naloxone to treat an overdose in the motel room.,379,MC,They,used,naloxone,to,treat,an,overdose,in,the,motel,room.,,,,,,159,overdose,7,They used naloxone to treat an,1,6,5,4,MC379R1
Erica had always wanted to try a new type of paint for the mural.,383,LC,Erica,had,always,wanted,to,try,a,new,type,of,paint,for,the,mural.,,,110,paint,11,Erica had always wanted to try a new type of paint for,3,12,2,4,LC383R3
The student opened his notebook and pulled out a piece of paper for taking notes.,384,HC,The,student,opened,his,notebook,and,pulled,out,a,piece,of,paper,for,taking,notes.,,72,paper,12,The student opened his notebook and pulled out a piece of paper,2,12,3,4,HC384R2
"Right beside the lake, there was a huge party that made the neighbors angry.",389,LC,Right,beside,the,"lake,",there,was,a,huge,party,that,made,the,neighbors,angry.,,,202,party,9,"Right beside the lake, there was a huge",1,8,6,4,LC389R1
