words,itemnum,condition,word01,word02,word03,word04,word05,word06,word07,word08,word09,word10,word11,word12,word13,word14,word15,word16,group,critical_word,critical_word_pos,Sentence,RemovalType,WordsKept,WordsRemoved,ListNumber,Code
The girl was planning to buy some more eggs after sunrise.,185,LC,The,girl,was,planning,to,buy,some,more,eggs,after,sunrise.,,,,,,147,eggs,9,The girl was planning to buy some more eggs after,3,10,1,7,LC185R3
The senator campaigned in order to win the election that was weeks away.,186,HC,The,senator,campaigned,in,order,to,win,the,election,that,was,weeks,away.,,,,83,election,9,The senator campaigned in order to win the election,2,9,4,7,HC186R2
Timmy wanted to hear another bedtime story about the elves on Christmas Eve.,191,LC,Timmy,wanted,to,hear,another,bedtime,story,about,the,elves,on,Christmas,Eve.,,,,197,elves,10,Timmy wanted to hear another bedtime story about the,1,9,4,7,LC191R1
"Melissa was crying, and we saw tears in her eyes which were bright blue.",192,HC,Melissa,was,"crying,",and,we,saw,tears,in,her,eyes,which,were,bright,blue.,,,10,eyes,10,"Melissa was crying, and we saw tears in her eyes which",3,11,3,7,HC192R3
My uncle planted lots of trees on his farm in Pennsylvania.,196,MC,My,uncle,planted,lots,of,trees,on,his,farm,in,Pennsylvania.,,,,,,66,farm,9,My uncle planted lots of trees on his farm,2,9,2,7,MC196R2
"Because he loved to work the land, Jim became a farmer in his hometown.",198,HC,Because,he,loved,to,work,the,"land,",Jim,became,a,farmer,in,his,hometown.,,,149,farmer,11,"Because he loved to work the land, Jim became a",1,10,4,7,HC198R1
All the books were stacked on the floor because the boss insisted.,202,MC,All,the,books,were,stacked,on,the,floor,because,the,boss,insisted.,,,,,32,floor,8,All the books were stacked on the floor because,3,9,3,7,MC202R3
"At the end of the day, her clothes were covered with flour from the store.",206,LC,At,the,end,of,the,"day,",her,clothes,were,covered,with,flour,from,the,store.,,146,flour,12,"At the end of the day, her clothes were covered with flour",2,12,3,7,LC206R2
"As an anniversary gift, she received a rare kind of flower according to Alan.",208,MC,As,an,anniversary,"gift,",she,received,a,rare,kind,of,flower,according,to,Alan.,,,185,flower,11,"As an anniversary gift, she received a rare kind of",1,10,4,7,MC208R1
"When he dropped the new toy, it could no longer fly or move around.",212,LC,When,he,dropped,the,new,"toy,",it,could,no,longer,fly,or,move,around.,,,172,fly,11,"When he dropped the new toy, it could no longer fly or",3,12,2,7,LC212R3
"The editor, who hates Times New Roman, decided to switch the font of the magazine.",213,HC,The,"editor,",who,hates,Times,New,"Roman,",decided,to,switch,the,font,of,the,magazine.,,181,font,12,"The editor, who hates Times New Roman, decided to switch the font",2,12,3,7,HC213R2
"While she was shopping yesterday, she bought an elegant frame made of silver.",218,LC,While,she,was,shopping,"yesterday,",she,bought,an,elegant,frame,made,of,silver.,,,,150,frame,10,"While she was shopping yesterday, she bought an elegant",1,9,4,7,LC218R1
Apples are definitely his favorite type of fruit as well.,219,HC,Apples,are,definitely,his,favorite,type,of,fruit,as,well.,,,,,,,178,fruit,8,Apples are definitely his favorite type of fruit as,3,9,1,7,HC219R3
The thirsty police officer could probably drink a gallon in Virginia.,223,MC,The,thirsty,police,officer,could,probably,drink,a,gallon,in,Virginia.,,,,,,122,gallon,9,The thirsty police officer could probably drink a gallon,2,9,2,7,MC223R2
"Her vision was terrible, and she has to wear glasses in class.",225,HC,Her,vision,was,"terrible,",and,she,has,to,wear,glasses,in,class.,,,,,44,glasses,10,"Her vision was terrible, and she has to wear",1,9,3,7,HC225R1
The trainee used the thick rubber gloves in the hospital.,229,MC,The,trainee,used,the,thick,rubber,gloves,in,the,hospital.,,,,,,,143,gloves,7,The trainee used the thick rubber gloves in,3,8,2,7,MC229R3
He knew that it was important to have a goal during the game.,233,LC,He,knew,that,it,was,important,to,have,a,goal,during,the,game.,,,,137,goal,10,He knew that it was important to have a goal,2,10,3,7,LC233R2
The miners were able to extract lots of iron and gold from India.,235,MC,The,miners,were,able,to,extract,lots,of,iron,and,gold,from,India.,,,,215,gold,11,The miners were able to extract lots of iron and,1,10,3,7,MC235R1
Timmy listened to hear if the men would say grace around the table.,239,LC,Timmy,listened,to,hear,if,the,men,would,say,grace,around,the,table.,,,,114,grace,10,Timmy listened to hear if the men would say grace around,3,11,2,7,LC239R3
On the mashed potatoes she poured a delicious gravy that tastes great.,240,HC,On,the,mashed,potatoes,she,poured,a,delicious,gravy,that,tastes,great.,,,,,31,gravy,9,On the mashed potatoes she poured a delicious gravy,2,9,3,7,HC240R2
The software was designed by a brilliant hacker living in San Bernardino.,245,LC,The,software,was,designed,by,a,brilliant,hacker,living,in,San,Bernardino.,,,,,18,hacker,8,The software was designed by a brilliant,1,7,5,7,LC245R1
The barber gave Brian a nice looking haircut with clean lines.,246,HC,The,barber,gave,Brian,a,nice,looking,haircut,with,clean,lines.,,,,,,84,haircut,8,The barber gave Brian a nice looking haircut with,3,9,2,7,HC246R3
"I couldn't finish writing, because there was something wrong with my hand at the office.",250,MC,I,couldn't,finish,"writing,",because,there,was,something,wrong,with,my,hand,at,the,office.,,191,hand,12,"I couldn't finish writing, because there was something wrong with my hand",2,12,3,7,MC250R2
The child couldn't carry the luggage because it was too heavy and bulky.,252,HC,The,child,couldn't,carry,the,luggage,because,it,was,too,heavy,and,bulky.,,,,67,heavy,11,The child couldn't carry the luggage because it was too,1,10,3,7,HC252R1
My brother got his teeth knocked out while trying to play hockey at school.,256,MC,My,brother,got,his,teeth,knocked,out,while,trying,to,play,hockey,at,school.,,,174,hockey,12,My brother got his teeth knocked out while trying to play hockey at,3,13,1,7,MC256R3
James didn't have enough money for the hook with the sharp point.,260,LC,James,didn't,have,enough,money,for,the,hook,with,the,sharp,point.,,,,,219,hook,8,James didn't have enough money for the hook,2,8,4,7,LC260R2
"Outside in the back yard, they needed a long hose with an attachment.",262,MC,Outside,in,the,back,"yard,",they,needed,a,long,hose,with,an,attachment.,,,,136,hose,10,"Outside in the back yard, they needed a long",1,9,4,7,MC262R1
The investment banker was supposed to meet his client at a nice hotel in town.,266,LC,The,investment,banker,was,supposed,to,meet,his,client,at,a,nice,hotel,in,town.,,131,hotel,13,The investment banker was supposed to meet his client at a nice hotel in,3,14,1,7,LC266R3
"After hours of brainstorming, they had run out of ideas to solve the problem.",267,HC,After,hours,of,"brainstorming,",they,had,run,out,of,ideas,to,solve,the,problem.,,,167,ideas,10,"After hours of brainstorming, they had run out of ideas",2,10,4,7,HC267R2
The shivering family was huddled in the shelter of a small igloo on a hill.,272,LC,The,shivering,family,was,huddled,in,the,shelter,of,a,small,igloo,on,a,hill.,,101,igloo,12,The shivering family was huddled in the shelter of a small,1,11,4,7,LC272R1
His green pen had just run out of ink in the office.,273,HC,His,green,pen,had,just,run,out,of,ink,in,the,office.,,,,,95,ink,9,His green pen had just run out of ink in,3,10,2,7,HC273R3
She brought the needle to inject some insulin to control her blood sugar.,277,MC,She,brought,the,needle,to,inject,some,insulin,to,control,her,blood,sugar.,,,,168,insulin,8,She brought the needle to inject some insulin,2,8,5,7,MC277R2
I smoothed out the wrinkled pants with the new iron in the bedroom.,279,HC,I,smoothed,out,the,wrinkled,pants,with,the,new,iron,in,the,bedroom.,,,,29,iron,10,I smoothed out the wrinkled pants with the new,1,9,4,7,HC279R1
The rescue workers recently found an old hermit living alone on the island in Bermuda.,283,MC,The,rescue,workers,recently,found,an,old,hermit,living,alone,on,the,island,in,Bermuda.,,183,island,13,The rescue workers recently found an old hermit living alone on the island in,3,14,1,7,MC283R3
"At Costco, she bought some crisp apples and lots of jelly made from raspberries.",287,LC,At,"Costco,",she,bought,some,crisp,apples,and,lots,of,jelly,made,from,raspberries.,,,111,jelly,11,"At Costco, she bought some crisp apples and lots of jelly",2,11,3,7,LC287R2
My husband was flipping the pancakes and I was pouring the juice at breakfast.,289,MC,My,husband,was,flipping,the,pancakes,and,I,was,pouring,the,juice,at,breakfast.,,,81,juice,12,My husband was flipping the pancakes and I was pouring the,1,11,3,7,MC289R1
"While running her errands, she forgot to take her keys with her.",293,LC,While,running,her,"errands,",she,forgot,to,take,her,keys,with,her.,,,,,212,keys,10,"While running her errands, she forgot to take her keys with",3,11,1,7,LC293R3
The curse could only be broken by her true love's first kiss on the lips.,294,HC,The,curse,could,only,be,broken,by,her,TRUE,love's,first,kiss,on,the,lips.,,132,kiss,12,The curse could only be broken by her true love's first kiss,2,12,3,7,HC294R2
"When my grandfather died, I inherited a silver knife that was valuable.",299,LC,When,my,grandfather,"died,",I,inherited,a,silver,knife,that,was,valuable.,,,,,112,knife,9,"When my grandfather died, I inherited a silver",1,8,4,7,LC299R1
The wide highway downtown has more than six lanes of traffic.,300,HC,The,wide,highway,downtown,has,more,than,six,lanes,of,traffic.,,,,,,43,lanes,9,The wide highway downtown has more than six lanes of,3,10,1,7,HC300R3
The coach of our team always made me laugh at work.,304,MC,The,coach,of,our,team,always,made,me,laugh,at,work.,,,,,,125,laugh,9,The coach of our team always made me laugh,2,9,2,7,MC304R2
The owner paid the children to mow the lawn in front of his house.,306,HC,The,owner,paid,the,children,to,mow,the,lawn,in,front,of,his,house.,,,92,lawn,9,The owner paid the children to mow the,1,8,6,7,HC306R1
"When he crashed his car, he decided to hire a lawyer right away.",310,MC,When,he,crashed,his,"car,",he,decided,to,hire,a,lawyer,right,away.,,,,49,lawyer,11,"When he crashed his car, he decided to hire a lawyer right",3,12,1,7,MC310R3
"For her project, she bought lots of black leather and tough fabric.",314,LC,For,her,"project,",she,bought,lots,of,black,leather,and,tough,fabric.,,,,,124,leather,9,"For her project, she bought lots of black leather",2,9,3,7,LC314R2
The breeze lifted all the leaves in front of his condo.,316,MC,The,breeze,lifted,all,the,leaves,in,front,of,his,condo.,,,,,,142,leaves,6,The breeze lifted all the,1,5,6,7,MC316R1
"When Peter got out of prison, everyone knew he was a liar with real issues.",320,LC,When,Peter,got,out,of,"prison,",everyone,knew,he,was,a,liar,with,real,issues.,,85,liar,12,"When Peter got out of prison, everyone knew he was a liar with",3,13,2,7,LC320R3
"Because it was overdue, Billy returned the book to the library down the street.",321,HC,Because,it,was,"overdue,",Billy,returned,the,book,to,the,library,down,the,street.,,,141,library,11,"Because it was overdue, Billy returned the book to the library",2,11,3,7,HC321R2
You can damage your vision if you keep staring at the light in the corner.,326,LC,You,can,damage,your,vision,if,you,keep,staring,at,the,light,in,the,corner.,,70,light,12,You can damage your vision if you keep staring at the,1,11,4,7,LC326R1
"Before meeting Brad, she put on black eyeliner and some red lipstick that looked nice.",327,HC,Before,meeting,"Brad,",she,put,on,black,eyeliner,and,some,red,lipstick,that,looked,nice.,,205,lipstick,12,"Before meeting Brad, she put on black eyeliner and some red lipstick that",3,13,2,7,HC327R3
The kid who was playing on the playground was very loud and annoying.,331,MC,The,kid,who,was,playing,on,the,playground,was,very,loud,and,annoying.,,,,12,loud,11,The kid who was playing on the playground was very loud,2,11,2,7,MC331R2
"He didn't eat breakfast, and he forgot to pack his lunch and his thermos.",333,HC,He,didn't,eat,"breakfast,",and,he,forgot,to,pack,his,lunch,and,his,thermos.,,,21,lunch,11,"He didn't eat breakfast, and he forgot to pack his",1,10,4,7,HC333R1
The forest fire was started by a single match which was surprising.,337,MC,The,forest,fire,was,started,by,a,single,match,which,was,surprising.,,,,,148,match,9,The forest fire was started by a single match which,3,10,2,7,MC337R3
Ben was always an excellent employee because he had a good memory since childhood.,341,LC,Ben,was,always,an,excellent,employee,because,he,had,a,good,memory,since,childhood.,,,22,memory,12,Ben was always an excellent employee because he had a good memory,2,12,2,7,LC341R2
The large jug held a lot of milk that looks fresh.,343,MC,The,large,jug,held,a,lot,of,milk,that,looks,fresh.,,,,,,33,milk,8,The large jug held a lot of,1,7,4,7,MC343R1
The scholars learned about the history of the mountain in the Adirondacks.,347,LC,The,scholars,learned,about,the,history,of,the,mountain,in,the,Adirondacks.,,,,,154,mountain,9,The scholars learned about the history of the mountain in,3,10,2,7,LC347R3
"After the body was discovered, our neighbor was arrested for murder and arson.",348,HC,After,the,body,was,"discovered,",our,neighbor,was,arrested,for,murder,and,arson.,,,,208,murder,11,"After the body was discovered, our neighbor was arrested for murder",2,11,2,7,HC348R2
"After arriving at the campus, he wanted to build some muscle real fast.",353,LC,After,arriving,at,the,"campus,",he,wanted,to,build,some,muscle,real,fast.,,,,53,muscle,11,"After arriving at the campus, he wanted to build some",1,10,3,7,LC353R1
"The burgers were messy, so he made sure to grab a napkin made of linen.",354,HC,The,burgers,were,"messy,",so,he,made,sure,to,grab,a,napkin,made,of,linen.,,34,napkin,12,"The burgers were messy, so he made sure to grab a napkin made",3,13,2,7,HC354R3
They decided to use the elevator because the stairwell was too narrow and cramped.,358,MC,They,decided,to,use,the,elevator,because,the,stairwell,was,too,narrow,and,cramped.,,,108,narrow,12,They decided to use the elevator because the stairwell was too narrow,2,12,2,7,MC358R2
"Of all the animals, the giraffe is known for its long neck and distinctive colors.",360,HC,Of,all,the,"animals,",the,giraffe,is,known,for,its,long,neck,and,distinctive,colors.,,211,neck,12,"Of all the animals, the giraffe is known for its long",1,11,4,7,HC360R1
The woman accidentally poked herself with the tip of the needle while quilting.,364,MC,The,woman,accidentally,poked,herself,with,the,tip,of,the,needle,while,quilting.,,,,193,needle,11,The woman accidentally poked herself with the tip of the needle while,3,12,1,7,MC364R3
"While cleaning up outside, Jerry had to throw away a nest made of twigs.",368,LC,While,cleaning,up,"outside,",Jerry,had,to,throw,away,a,nest,made,of,twigs.,,,207,nest,11,"While cleaning up outside, Jerry had to throw away a nest",2,11,3,7,LC368R2
The referee saw the ball roll under the net in the high school gym.,370,MC,The,referee,saw,the,ball,roll,under,the,net,in,the,high,school,gym.,,,54,net,9,The referee saw the ball roll under the,1,8,6,7,MC370R1
The student was going to get her degree at night in the city.,374,LC,The,student,was,going,to,get,her,degree,at,night,in,the,city.,,,,184,night,10,The student was going to get her degree at night in,3,11,2,7,LC374R3
Jack forgot about the cookies baking in the oven at home.,375,HC,Jack,forgot,about,the,cookies,baking,in,the,oven,at,home.,,,,,,86,oven,9,Jack forgot about the cookies baking in the oven,2,9,2,7,HC375R2
The celebrity showed signs of an overdose in the motel room.,380,LC,The,celebrity,showed,signs,of,an,overdose,in,the,motel,room.,,,,,,159,overdose,7,The celebrity showed signs of an,1,6,5,7,LC380R1
The artist dipped her brush into a fresh can of paint for the mural.,381,HC,The,artist,dipped,her,brush,into,a,fresh,can,of,paint,for,the,mural.,,,110,paint,11,The artist dipped her brush into a fresh can of paint for,3,12,2,7,HC381R3
"In all his chemistry classes, the student used a lot of paper for taking notes.",385,MC,In,all,his,chemistry,"classes,",the,student,used,a,lot,of,paper,for,taking,notes.,,72,paper,12,"In all his chemistry classes, the student used a lot of paper",2,12,3,7,MC385R2
"For my mother's birthday, we threw a huge party that made the neighbors angry.",387,HC,For,my,mother's,"birthday,",we,threw,a,huge,party,that,made,the,neighbors,angry.,,,202,party,9,"For my mother's birthday, we threw a huge",1,8,6,7,HC387R1
