words,itemnum,condition,word01,word02,word03,word04,word05,word06,word07,word08,word09,word10,word11,word12,word13,word14,word15,word16,group,critical_word,critical_word_pos,Sentence,RemovalType,WordsKept,WordsRemoved,ListNumber,Code
He knew that it was important to have a goal during the game.,233,LC,He,knew,that,it,was,important,to,have,a,goal,during,the,game.,,,,137,goal,10,He knew that it was important to have a,1,9,4,6,LC233R1
The collector's most valuable coins were made of silver and gold from India.,234,HC,The,collector's,most,valuable,coins,were,made,of,silver,and,gold,from,India.,,,,215,gold,11,The collector's most valuable coins were made of silver and gold from,3,12,1,6,HC234R3
Timmy listened to hear if the men would say grace around the table.,239,LC,Timmy,listened,to,hear,if,the,men,would,say,grace,around,the,table.,,,,114,grace,10,Timmy listened to hear if the men would say grace,2,10,3,6,LC239R2
On the mashed potatoes she poured a delicious gravy that tastes great.,240,HC,On,the,mashed,potatoes,she,poured,a,delicious,gravy,that,tastes,great.,,,,,31,gravy,9,On the mashed potatoes she poured a delicious,1,8,4,6,HC240R1
The security experts were arresting a brilliant hacker living in San Bernardino.,244,MC,The,security,experts,were,arresting,a,brilliant,hacker,living,in,San,Bernardino.,,,,,18,hacker,8,The security experts were arresting a brilliant hacker living,3,9,3,6,MC244R3
The barber gave Brian a nice looking haircut with clean lines.,246,HC,The,barber,gave,Brian,a,nice,looking,haircut,with,clean,lines.,,,,,,84,haircut,8,The barber gave Brian a nice looking haircut,2,8,3,6,HC246R2
"I couldn't finish writing, because there was something wrong with my hand at the office.",250,MC,I,couldn't,finish,"writing,",because,there,was,something,wrong,with,my,hand,at,the,office.,,191,hand,12,"I couldn't finish writing, because there was something wrong with my",1,11,4,6,MC250R1
The hikers didn't buy the tent because it was too heavy and bulky.,254,LC,The,hikers,didn't,buy,the,tent,because,it,was,too,heavy,and,bulky.,,,,67,heavy,11,The hikers didn't buy the tent because it was too heavy and,3,12,1,6,LC254R3
My brother got his teeth knocked out while trying to play hockey at school.,256,MC,My,brother,got,his,teeth,knocked,out,while,trying,to,play,hockey,at,school.,,,174,hockey,12,My brother got his teeth knocked out while trying to play hockey,2,12,2,6,MC256R2
James didn't have enough money for the hook with the sharp point.,260,LC,James,didn't,have,enough,money,for,the,hook,with,the,sharp,point.,,,,,219,hook,8,James didn't have enough money for the,1,7,5,6,LC260R1
"To water the huge garden, they needed a long hose with an attachment.",261,HC,To,water,the,huge,"garden,",they,needed,a,long,hose,with,an,attachment.,,,,136,hose,10,"To water the huge garden, they needed a long hose with",3,11,2,6,HC261R3
The investment banker was supposed to meet his client at a nice hotel in town.,266,LC,The,investment,banker,was,supposed,to,meet,his,client,at,a,nice,hotel,in,town.,,131,hotel,13,The investment banker was supposed to meet his client at a nice hotel,2,13,2,6,LC266R2
"After hours of brainstorming, they had run out of ideas to solve the problem.",267,HC,After,hours,of,"brainstorming,",they,had,run,out,of,ideas,to,solve,the,problem.,,,167,ideas,10,"After hours of brainstorming, they had run out of",1,9,5,6,HC267R1
"To get warm, the two arctic explorers climbed inside a small igloo on a hill.",271,MC,To,get,"warm,",the,two,arctic,explorers,climbed,inside,a,small,igloo,on,a,hill.,,101,igloo,12,"To get warm, the two arctic explorers climbed inside a small igloo on",3,13,2,6,MC271R3
His green pen had just run out of ink in the office.,273,HC,His,green,pen,had,just,run,out,of,ink,in,the,office.,,,,,95,ink,9,His green pen had just run out of ink,2,9,3,6,HC273R2
She brought the needle to inject some insulin to control her blood sugar.,277,MC,She,brought,the,needle,to,inject,some,insulin,to,control,her,blood,sugar.,,,,168,insulin,8,She brought the needle to inject some,1,7,6,6,MC277R1
I saw some steam coming out of the new iron in the bedroom.,281,LC,I,saw,some,steam,coming,out,of,the,new,iron,in,the,bedroom.,,,,29,iron,10,I saw some steam coming out of the new iron in,3,11,2,6,LC281R3
The rescue workers recently found an old hermit living alone on the island in Bermuda.,283,MC,The,rescue,workers,recently,found,an,old,hermit,living,alone,on,the,island,in,Bermuda.,,183,island,13,The rescue workers recently found an old hermit living alone on the island,2,13,2,6,MC283R2
"At Costco, she bought some crisp apples and lots of jelly made from raspberries.",287,LC,At,"Costco,",she,bought,some,crisp,apples,and,lots,of,jelly,made,from,raspberries.,,,111,jelly,11,"At Costco, she bought some crisp apples and lots of",1,10,4,6,LC287R1
He usually eats a whole orange rather than just drinking the juice at breakfast.,288,HC,He,usually,eats,a,whole,orange,rather,than,just,drinking,the,juice,at,breakfast.,,,81,juice,12,He usually eats a whole orange rather than just drinking the juice at,3,13,1,6,HC288R3
"While running her errands, she forgot to take her keys with her.",293,LC,While,running,her,"errands,",she,forgot,to,take,her,keys,with,her.,,,,,212,keys,10,"While running her errands, she forgot to take her keys",2,10,2,6,LC293R2
The curse could only be broken by her true love's first kiss on the lips.,294,HC,The,curse,could,only,be,broken,by,her,TRUE,love's,first,kiss,on,the,lips.,,132,kiss,12,The curse could only be broken by her true love's first,1,11,4,6,HC294R1
We decided to buy the cook a silver knife that was valuable.,298,MC,We,decided,to,buy,the,cook,a,silver,knife,that,was,valuable.,,,,,112,knife,9,We decided to buy the cook a silver knife that,3,10,2,6,MC298R3
The wide highway downtown has more than six lanes of traffic.,300,HC,The,wide,highway,downtown,has,more,than,six,lanes,of,traffic.,,,,,,43,lanes,9,The wide highway downtown has more than six lanes,2,9,2,6,HC300R2
The coach of our team always made me laugh at work.,304,MC,The,coach,of,our,team,always,made,me,laugh,at,work.,,,,,,125,laugh,9,The coach of our team always made me,1,8,3,6,MC304R1
We saw the man walking barefoot across the lawn in front of his house.,308,LC,We,saw,the,man,walking,barefoot,across,the,lawn,in,front,of,his,house.,,,92,lawn,9,We saw the man walking barefoot across the lawn in,3,10,4,6,LC308R3
"When he crashed his car, he decided to hire a lawyer right away.",310,MC,When,he,crashed,his,"car,",he,decided,to,hire,a,lawyer,right,away.,,,,49,lawyer,11,"When he crashed his car, he decided to hire a lawyer",2,11,2,6,MC310R2
"For her project, she bought lots of black leather and tough fabric.",314,LC,For,her,"project,",she,bought,lots,of,black,leather,and,tough,fabric.,,,,,124,leather,9,"For her project, she bought lots of black",1,8,4,6,LC314R1
Bill raked up all the leaves in front of his condo.,315,HC,Bill,raked,up,all,the,leaves,in,front,of,his,condo.,,,,,,142,leaves,6,Bill raked up all the leaves in,3,7,4,6,HC315R3
"When Peter got out of prison, everyone knew he was a liar with real issues.",320,LC,When,Peter,got,out,of,"prison,",everyone,knew,he,was,a,liar,with,real,issues.,,85,liar,12,"When Peter got out of prison, everyone knew he was a liar",2,12,3,6,LC320R2
"Because it was overdue, Billy returned the book to the library down the street.",321,HC,Because,it,was,"overdue,",Billy,returned,the,book,to,the,library,down,the,street.,,,141,library,11,"Because it was overdue, Billy returned the book to the",1,10,4,6,HC321R1
She couldn't read the book because her brother was blocking the light in the corner.,325,MC,She,couldn't,read,the,book,because,her,brother,was,blocking,the,light,in,the,corner.,,70,light,12,She couldn't read the book because her brother was blocking the light in,3,13,2,6,MC325R3
"Before meeting Brad, she put on black eyeliner and some red lipstick that looked nice.",327,HC,Before,meeting,"Brad,",she,put,on,black,eyeliner,and,some,red,lipstick,that,looked,nice.,,205,lipstick,12,"Before meeting Brad, she put on black eyeliner and some red lipstick",2,12,3,6,HC327R2
The kid who was playing on the playground was very loud and annoying.,331,MC,The,kid,who,was,playing,on,the,playground,was,very,loud,and,annoying.,,,,12,loud,11,The kid who was playing on the playground was very,1,10,3,6,MC331R1
He was late because he had to pick up his lunch and his thermos.,335,LC,He,was,late,because,he,had,to,pick,up,his,lunch,and,his,thermos.,,,21,lunch,11,He was late because he had to pick up his lunch and,3,12,2,6,LC335R3
The forest fire was started by a single match which was surprising.,337,MC,The,forest,fire,was,started,by,a,single,match,which,was,surprising.,,,,,148,match,9,The forest fire was started by a single match,2,9,3,6,MC337R2
Ben was always an excellent employee because he had a good memory since childhood.,341,LC,Ben,was,always,an,excellent,employee,because,he,had,a,good,memory,since,childhood.,,,22,memory,12,Ben was always an excellent employee because he had a good,1,11,3,6,LC341R1
The dairy cow produced a lot of milk that looks fresh.,342,HC,The,dairy,cow,produced,a,lot,of,milk,that,looks,fresh.,,,,,,33,milk,8,The dairy cow produced a lot of milk that,3,9,2,6,HC342R3
The scholars learned about the history of the mountain in the Adirondacks.,347,LC,The,scholars,learned,about,the,history,of,the,mountain,in,the,Adirondacks.,,,,,154,mountain,9,The scholars learned about the history of the mountain,2,9,3,6,LC347R2
"After the body was discovered, our neighbor was arrested for murder and arson.",348,HC,After,the,body,was,"discovered,",our,neighbor,was,arrested,for,murder,and,arson.,,,,208,murder,11,"After the body was discovered, our neighbor was arrested for",1,10,3,6,HC348R1
The head of the cheerleading squad needed to build some muscle real fast.,352,MC,The,head,of,the,cheerleading,squad,needed,to,build,some,muscle,real,fast.,,,,53,muscle,11,The head of the cheerleading squad needed to build some muscle real,3,12,1,6,MC352R3
"The burgers were messy, so he made sure to grab a napkin made of linen.",354,HC,The,burgers,were,"messy,",so,he,made,sure,to,grab,a,napkin,made,of,linen.,,34,napkin,12,"The burgers were messy, so he made sure to grab a napkin",2,12,3,6,HC354R2
They decided to use the elevator because the stairwell was too narrow and cramped.,358,MC,They,decided,to,use,the,elevator,because,the,stairwell,was,too,narrow,and,cramped.,,,108,narrow,12,They decided to use the elevator because the stairwell was too,1,11,3,6,MC358R1
"Of all the animals, the peacock is known for its long neck and distinctive colors.",362,LC,Of,all,the,"animals,",the,peacock,is,known,for,its,long,neck,and,distinctive,colors.,,211,neck,12,"Of all the animals, the peacock is known for its long neck and",3,13,2,6,LC362R3
The woman accidentally poked herself with the tip of the needle while quilting.,364,MC,The,woman,accidentally,poked,herself,with,the,tip,of,the,needle,while,quilting.,,,,193,needle,11,The woman accidentally poked herself with the tip of the needle,2,11,2,6,MC364R2
"While cleaning up outside, Jerry had to throw away a nest made of twigs.",368,LC,While,cleaning,up,"outside,",Jerry,had,to,throw,away,a,nest,made,of,twigs.,,,207,nest,11,"While cleaning up outside, Jerry had to throw away a",1,10,4,6,LC368R1
The volleyball shot barely made it over the net in the high school gym.,369,HC,The,volleyball,shot,barely,made,it,over,the,net,in,the,high,school,gym.,,,54,net,9,The volleyball shot barely made it over the net in,3,10,4,6,HC369R3
The student was going to get her degree at night in the city.,374,LC,The,student,was,going,to,get,her,degree,at,night,in,the,city.,,,,184,night,10,The student was going to get her degree at night,2,10,3,6,LC374R2
Jack forgot about the cookies baking in the oven at home.,375,HC,Jack,forgot,about,the,cookies,baking,in,the,oven,at,home.,,,,,,86,oven,9,Jack forgot about the cookies baking in the,1,8,3,6,HC375R1
They used naloxone to treat an overdose in the motel room.,379,MC,They,used,naloxone,to,treat,an,overdose,in,the,motel,room.,,,,,,159,overdose,7,They used naloxone to treat an overdose in,3,8,3,6,MC379R3
The artist dipped her brush into a fresh can of paint for the mural.,381,HC,The,artist,dipped,her,brush,into,a,fresh,can,of,paint,for,the,mural.,,,110,paint,11,The artist dipped her brush into a fresh can of paint,2,11,3,6,HC381R2
"In all his chemistry classes, the student used a lot of paper for taking notes.",385,MC,In,all,his,chemistry,"classes,",the,student,used,a,lot,of,paper,for,taking,notes.,,72,paper,12,"In all his chemistry classes, the student used a lot of",1,11,4,6,MC385R1
"Right beside the lake, there was a huge party that made the neighbors angry.",389,LC,Right,beside,the,"lake,",there,was,a,huge,party,that,made,the,neighbors,angry.,,,202,party,9,"Right beside the lake, there was a huge party that",3,10,4,6,LC389R3
