words,itemnum,condition,word01,word02,word03,word04,word05,word06,word07,word08,word09,word10,word11,word12,word13,word14,word15,word16,group,critical_word,critical_word_pos,Sentence,RemovalType,WordsKept,WordsRemoved,ListNumber,Code
"That weekend, their interior decorator helped them install a bath at home.",32,LC,That,"weekend,",their,interior,decorator,helped,them,install,a,bath,at,home.,,,,,37,bath,10,"That weekend, their interior decorator helped them install a bath",2,10,2,3,LC32R2
My son saw the bird pecking at the soil using its beak and claws.,33,HC,My,son,saw,the,bird,pecking,at,the,soil,using,its,beak,and,claws.,,,152,beak,12,My son saw the bird pecking at the soil using its,1,11,3,3,HC33R1
The chief of police found the suicide note on the bed in the guestroom.,37,MC,The,chief,of,police,found,the,suicide,note,on,the,bed,in,the,guestroom.,,,100,bed,11,The chief of police found the suicide note on the bed in,3,12,2,3,MC37R3
The honey was produced by a hive of bees in the yard.,39,HC,The,honey,was,produced,by,a,hive,of,bees,in,the,yard.,,,,,195,bees,9,The honey was produced by a hive of bees,2,9,3,3,HC39R2
"To kill all the bacteria, you should add a little bleach to the water.",43,MC,To,kill,all,the,"bacteria,",you,should,add,a,little,bleach,to,the,water.,,,89,bleach,11,"To kill all the bacteria, you should add a little",1,10,4,3,MC43R1
The woman's counter and refrigerator were covered in blood from the killings.,47,LC,The,woman's,counter,and,refrigerator,were,covered,in,blood,from,the,killings.,,,,,217,blood,9,The woman's counter and refrigerator were covered in blood from,3,10,2,3,LC47R3
The weather's been so nice that the plants have started to bloom out back.,49,MC,The,weather's,been,so,nice,that,the,plants,have,started,to,bloom,out,back.,,,175,bloom,12,The weather's been so nice that the plants have started to bloom,2,12,2,3,MC49R2
Jonathan was shocked that they decided to use the bomb made of TNT.,53,LC,Jonathan,was,shocked,that,they,decided,to,use,the,bomb,made,of,TNT.,,,,65,bomb,10,Jonathan was shocked that they decided to use the,1,9,4,3,LC53R1
The author signed a copy of her new book at the bookstore.,54,HC,The,author,signed,a,copy,of,her,new,book,at,the,bookstore.,,,,,75,book,9,The author signed a copy of her new book at,3,10,2,3,HC54R3
The kids were scared about trying to cross the border into Texas.,59,LC,The,kids,were,scared,about,trying,to,cross,the,border,into,Texas.,,,,,151,border,10,The kids were scared about trying to cross the border,2,10,2,3,LC59R2
"Because the work was repetitive, he thought it was boring and dull.",60,HC,Because,the,work,was,"repetitive,",he,thought,it,was,boring,and,dull.,,,,,102,boring,10,"Because the work was repetitive, he thought it was",1,9,3,3,HC60R1
"While facing the target, he picked up his bow and fired.",64,MC,While,facing,the,"target,",he,picked,up,his,bow,and,fired.,,,,,,162,bow,9,"While facing the target, he picked up his bow and",3,10,1,3,MC64R3
Jan poured the milk and cereal into her bowl at breakfast time.,66,HC,Jan,poured,the,milk,and,cereal,into,her,bowl,at,breakfast,time.,,,,,39,bowl,9,Jan poured the milk and cereal into her bowl,2,9,3,3,HC66R2
My passengers jumped when I stepped on the brake all of a sudden.,70,MC,My,passengers,jumped,when,I,stepped,on,the,brake,all,of,a,sudden.,,,,16,brake,9,My passengers jumped when I stepped on the,1,8,5,3,MC70R1
Laurence woke up early to make his own bread from scratch.,74,LC,Laurence,woke,up,early,to,make,his,own,bread,from,scratch.,,,,,,11,bread,9,Laurence woke up early to make his own bread from,3,10,1,3,LC74R3
My roommate was hoping to build his own small business in Wichita.,76,MC,My,roommate,was,hoping,to,build,his,own,small,business,in,Wichita.,,,,,105,business,10,My roommate was hoping to build his own small business,2,10,2,3,MC76R2
My wife said that she didn't like that kind of cake after all.,80,LC,My,wife,said,that,she,didn't,like,that,kind,of,cake,after,all.,,,,20,cake,11,My wife said that she didn't like that kind of,1,10,3,3,LC80R1
The cow gave birth to the brown calf in the barn.,81,HC,The,cow,gave,birth,to,the,brown,calf,in,the,barn.,,,,,,157,calf,8,The cow gave birth to the brown calf in,3,9,2,3,HC81R3
We watched my nephew try to set up camp after the storm lifted.,86,LC,We,watched,my,nephew,try,to,set,up,camp,after,the,storm,lifted.,,,,98,camp,9,We watched my nephew try to set up camp,2,9,4,3,LC86R2
"On Halloween, the costumed children grabbed several pieces of candy with nuts.",87,HC,On,"Halloween,",the,costumed,children,grabbed,several,pieces,of,candy,with,nuts.,,,,,158,candy,10,"On Halloween, the costumed children grabbed several pieces of",1,9,3,3,HC87R1
Johnathan told the banker that he'd lost his card once again.,91,MC,Johnathan,told,the,banker,that,he'd,lost,his,card,once,again.,,,,,,107,card,9,Johnathan told the banker that he'd lost his card once,3,10,1,3,MC91R3
"In the cartoon, Bugs Bunny was munching on a carrot that looked wilted.",93,HC,In,the,"cartoon,",Bugs,Bunny,was,munching,on,a,carrot,that,looked,wilted.,,,,55,carrot,10,"In the cartoon, Bugs Bunny was munching on a carrot",2,10,3,3,HC93R2
The grocery store employee had to retrieve the cart near the tall shelves.,97,MC,The,grocery,store,employee,had,to,retrieve,the,cart,near,the,tall,shelves.,,,,30,cart,9,The grocery store employee had to retrieve the,1,8,5,3,MC97R1
The police knew that there were people living in the cave in the woods.,101,LC,The,police,knew,that,there,were,people,living,in,the,cave,in,the,woods.,,,79,cave,11,The police knew that there were people living in the cave in,3,12,2,3,LC101R3
The scientists were extracting the DNA from a cell in a living organism.,103,MC,The,scientists,were,extracting,the,DNA,from,a,cell,in,a,living,organism.,,,,144,cell,9,The scientists were extracting the DNA from a cell,2,9,4,3,MC103R2
"While searching around in the garage, the man found a piece of chalk at home.",107,LC,While,searching,around,in,the,"garage,",the,man,found,a,piece,of,chalk,at,home.,,196,chalk,13,"While searching around in the garage, the man found a piece of",1,12,3,3,LC107R1
The checkmate abruptly ended their game of chess at Victor's house.,108,HC,The,checkmate,abruptly,ended,their,game,of,chess,at,Victor's,house.,,,,,,213,chess,8,The checkmate abruptly ended their game of chess at,3,9,2,3,HC108R3
"Every Spring, my family cleans out the basement and the chimney of the house.",113,LC,Every,"Spring,",my,family,cleans,out,the,basement,and,the,chimney,of,the,house.,,,106,chimney,11,"Every Spring, my family cleans out the basement and the chimney",2,11,3,3,LC113R2
The soprano auditioned for the church choir in the evening.,114,HC,The,soprano,auditioned,for,the,church,choir,in,the,evening.,,,,,,,194,choir,7,The soprano auditioned for the church,1,6,4,3,HC114R1
The girl decided to arrange her dolls in a circle on the rug.,118,MC,The,girl,decided,to,arrange,her,dolls,in,a,circle,on,the,rug.,,,,47,circle,10,The girl decided to arrange her dolls in a circle on,3,11,2,3,MC118R3
"Above the doorway, he heard the ticking of the old clock on the wall.",120,HC,Above,the,"doorway,",he,heard,the,ticking,of,the,old,clock,on,the,wall.,,,35,clock,11,"Above the doorway, he heard the ticking of the old clock",2,11,3,3,HC120R2
The caterpillar was trying its best to escape from the cocoon made of silk.,124,MC,The,caterpillar,was,trying,its,best,to,escape,from,the,cocoon,made,of,silk.,,,25,cocoon,11,The caterpillar was trying its best to escape from the,1,10,4,3,MC124R1
Melissa has difficulty when she's picking a type of coffee at the restaurant.,128,LC,Melissa,has,difficulty,when,she's,picking,a,type,of,coffee,at,the,restaurant.,,,,123,coffee,10,Melissa has difficulty when she's picking a type of coffee at,3,11,2,3,LC128R3
"Because it was rare, he could get some money from selling the coin in Dallas.",130,MC,Because,it,was,"rare,",he,could,get,some,money,from,selling,the,coin,in,Dallas.,,190,coin,13,"Because it was rare, he could get some money from selling the coin",2,13,2,3,MC130R2
The boyscout always carried a first-aid kit and a compass in his bag.,134,LC,The,boyscout,always,carried,a,first-aid,kit,and,a,compass,in,his,bag.,,,,173,compass,10,The boyscout always carried a first-aid kit and a,1,9,4,3,LC134R1
Lauren turned on the TV and flopped down on the couch in the den.,135,HC,Lauren,turned,on,the,TV,and,flopped,down,on,the,couch,in,the,den.,,,5,couch,11,Lauren turned on the TV and flopped down on the couch in,3,12,2,3,HC135R3
Eric picked up his friend and brought him to court On Tuesday.,140,LC,Eric,picked,up,his,friend,and,brought,him,to,court,On,Tuesday.,,,,,203,court,10,Eric picked up his friend and brought him to court,2,10,2,3,LC140R2
Jesus was crucified on a large wooden cross made of oak.,141,HC,Jesus,was,crucified,on,a,large,wooden,cross,made,of,oak.,,,,,,169,cross,8,Jesus was crucified on a large wooden,1,7,4,3,HC141R1
"On the king's nightstand, the men saw a golden crown with bright jewels.",145,MC,On,the,king's,"nightstand,",the,men,saw,a,golden,crown,with,bright,jewels.,,,,209,crown,10,"On the king's nightstand, the men saw a golden crown with",3,11,2,3,MC145R3
The disease is fatal as there is no known cure for it.,147,HC,The,disease,is,fatal,as,there,is,no,known,cure,for,it.,,,,,14,cure,10,The disease is fatal as there is no known cure,2,10,2,3,HC147R2
"Somehow, farmers were able to grow crops in the desert in Algeria.",151,MC,"Somehow,",farmers,were,able,to,grow,crops,in,the,desert,in,Algeria.,,,,,99,desert,10,"Somehow, farmers were able to grow crops in the",1,9,3,3,MC151R1
"When I came home yesterday, I saw that Victor was fixing his desk near the window.",155,LC,When,I,came,home,"yesterday,",I,saw,that,Victor,was,fixing,his,desk,near,the,window.,97,desk,13,"When I came home yesterday, I saw that Victor was fixing his desk near",3,14,2,3,LC155R3
"Before leaving the driveway, my wife checked the baby's diaper for accidents.",157,MC,Before,leaving,the,"driveway,",my,wife,checked,the,baby's,diaper,for,accidents.,,,,,177,diaper,10,"Before leaving the driveway, my wife checked the baby's diaper",2,10,2,3,MC157R2
"While cleaning out the cluttered closet, Helen found both of the dice last night.",161,LC,While,cleaning,out,the,cluttered,"closet,",Helen,found,both,of,the,dice,last,night.,,,126,dice,12,"While cleaning out the cluttered closet, Helen found both of the",1,11,3,3,LC161R1
My medical records are accessible to the nurse and the doctor at the clinic.,162,HC,My,medical,records,are,accessible,to,the,nurse,and,the,doctor,at,the,clinic.,,,133,doctor,11,My medical records are accessible to the nurse and the doctor at,3,12,2,3,HC162R3
In the corner of his eye he saw a white dove with outstretched wings.,167,LC,In,the,corner,of,his,eye,he,saw,a,white,dove,with,outstretched,wings.,,,180,dove,11,In the corner of his eye he saw a white dove,2,11,3,3,LC167R2
Maria thought she looked great in her little black dress with sequins.,168,HC,Maria,thought,she,looked,great,in,her,little,black,dress,with,sequins.,,,,,128,dress,10,Maria thought she looked great in her little black,1,9,3,3,HC168R1
"At the restaurant, he didn't want anything to drink at the bar.",172,MC,At,the,"restaurant,",he,didn't,want,anything,to,drink,at,the,bar.,,,,,153,drink,9,"At the restaurant, he didn't want anything to drink at",3,10,2,3,MC172R3
The lake had dried up after last year's drought in California.,174,HC,The,lake,had,dried,up,after,last,year's,drought,in,California.,,,,,,8,drought,9,The lake had dried up after last year's drought,2,9,2,3,HC174R2
The farmer was waiting for the field to dry behind the barn.,178,MC,The,farmer,was,waiting,for,the,field,to,dry,behind,the,barn.,,,,,96,dry,9,The farmer was waiting for the field to,1,8,4,3,MC178R1
"My cousin was bored, and she had nothing to eat while she waited.",182,LC,My,cousin,was,"bored,",and,she,had,nothing,to,eat,while,she,waited.,,,,36,eat,10,"My cousin was bored, and she had nothing to eat while",3,11,2,3,LC182R3
The man really wanted to fry some more eggs after sunrise.,184,MC,The,man,really,wanted,to,fry,some,more,eggs,after,sunrise.,,,,,,147,eggs,9,The man really wanted to fry some more eggs,2,9,2,3,MC184R2
My roommate needed to learn more about the election that was weeks away.,188,LC,My,roommate,needed,to,learn,more,about,the,election,that,was,weeks,away.,,,,83,election,9,My roommate needed to learn more about the,1,8,5,3,LC188R1
"In Santa's workshop, the toys are made by the elves on Christmas Eve.",189,HC,In,Santa's,"workshop,",the,toys,are,made,by,the,elves,on,Christmas,Eve.,,,,197,elves,10,"In Santa's workshop, the toys are made by the elves on",3,11,2,3,HC189R3
Her new wallpaper was the same color as her eyes which were bright blue.,194,LC,Her,new,wallpaper,was,the,same,color,as,her,eyes,which,were,bright,blue.,,,10,eyes,10,Her new wallpaper was the same color as her eyes,2,10,4,3,LC194R2
Old McDonald had plenty of animals on his farm in Pennsylvania.,195,HC,Old,McDonald,had,plenty,of,animals,on,his,farm,in,Pennsylvania.,,,,,,66,farm,9,Old McDonald had plenty of animals on his,1,8,3,3,HC195R1
"After returning home from the big city, Jim became a farmer in his hometown.",199,MC,After,returning,home,from,the,big,"city,",Jim,became,a,farmer,in,his,hometown.,,,149,farmer,11,"After returning home from the big city, Jim became a farmer in",3,12,2,3,MC199R3
"Before mopping, he had to sweep the floor because the boss insisted.",201,HC,Before,"mopping,",he,had,to,sweep,the,floor,because,the,boss,insisted.,,,,,32,floor,8,"Before mopping, he had to sweep the floor",2,8,4,3,HC201R2
The chef dumped out the measuring cup that was filled with flour from the store.,205,MC,The,chef,dumped,out,the,measuring,cup,that,was,filled,with,flour,from,the,store.,,146,flour,12,The chef dumped out the measuring cup that was filled with,1,11,4,3,MC205R1
Charlotte finished reading a book about a rare kind of flower according to Alan.,209,LC,Charlotte,finished,reading,a,book,about,a,rare,kind,of,flower,according,to,Alan.,,,185,flower,11,Charlotte finished reading a book about a rare kind of flower according,3,12,2,3,LC209R3
"When it's locked in a cage, it can no longer fly or move around.",211,MC,When,it's,locked,in,a,"cage,",it,can,no,longer,fly,or,move,around.,,,172,fly,11,"When it's locked in a cage, it can no longer fly",2,11,3,3,MC211R2
Brenda had a change of heart and decided to switch the font of the magazine.,215,LC,Brenda,had,a,change,of,heart,and,decided,to,switch,the,font,of,the,magazine.,,181,font,12,Brenda had a change of heart and decided to switch the,1,11,4,3,LC215R1
"To display the beautiful photo, she ordered an elegant frame made of silver.",216,HC,To,display,the,beautiful,"photo,",she,ordered,an,elegant,frame,made,of,silver.,,,,150,frame,10,"To display the beautiful photo, she ordered an elegant frame made",3,11,2,3,HC216R3
Jason brought his parents a lot of fruit as well.,221,LC,Jason,brought,his,parents,a,lot,of,fruit,as,well.,,,,,,,178,fruit,8,Jason brought his parents a lot of fruit,2,8,2,3,LC221R2
Gasoline usually costs about three dollars for a gallon in Virginia.,222,HC,Gasoline,usually,costs,about,three,dollars,for,a,gallon,in,Virginia.,,,,,,122,gallon,9,Gasoline usually costs about three dollars for a,1,8,3,3,HC222R1
She looks very different when she has to wear glasses in class.,226,MC,She,looks,very,different,when,she,has,to,wear,glasses,in,class.,,,,,44,glasses,10,She looks very different when she has to wear glasses in,3,11,1,3,MC226R3
The doctor wore the sterile rubber gloves in the hospital.,228,HC,The,doctor,wore,the,sterile,rubber,gloves,in,the,hospital.,,,,,,,143,gloves,7,The doctor wore the sterile rubber gloves,2,7,3,3,HC228R2
"Their team never won, because they never got a goal during the game.",232,MC,Their,team,never,"won,",because,they,never,got,a,goal,during,the,game.,,,,137,goal,10,"Their team never won, because they never got a",1,9,4,3,MC232R1
"Brazil is known to import lots of lumber, livestock, and gold from India.",236,LC,Brazil,is,known,to,import,lots,of,"lumber,","livestock,",and,gold,from,India.,,,,215,gold,11,"Brazil is known to import lots of lumber, livestock, and gold from",3,12,1,3,LC236R3
The family wondered whether the visitors wanted to say grace around the table.,238,MC,The,family,wondered,whether,the,visitors,wanted,to,say,grace,around,the,table.,,,,114,grace,10,The family wondered whether the visitors wanted to say grace,2,10,3,3,MC238R2
The restaurant was famous for making a delicious gravy that tastes great.,242,LC,The,restaurant,was,famous,for,making,a,delicious,gravy,that,tastes,great.,,,,,31,gravy,9,The restaurant was famous for making a delicious,1,8,4,3,LC242R1
The passwords were stolen by a brilliant hacker living in San Bernardino.,243,HC,The,passwords,were,stolen,by,a,brilliant,hacker,living,in,San,Bernardino.,,,,,18,hacker,8,The passwords were stolen by a brilliant hacker living,3,9,3,3,HC243R3
We noticed Brian had a nice looking haircut with clean lines.,248,LC,We,noticed,Brian,had,a,nice,looking,haircut,with,clean,lines.,,,,,,84,haircut,8,We noticed Brian had a nice looking haircut,2,8,3,3,LC248R2
"The angry visitor said hello, but he refused to shake my hand at the office.",249,HC,The,angry,visitor,said,"hello,",but,he,refused,to,shake,my,hand,at,the,office.,,191,hand,12,"The angry visitor said hello, but he refused to shake my",1,11,4,3,HC249R1
Ben didn't like his vacuum cleaner because it was too heavy and bulky.,253,MC,Ben,didn't,like,his,vacuum,cleaner,because,it,was,too,heavy,and,bulky.,,,,67,heavy,11,Ben didn't like his vacuum cleaner because it was too heavy and,3,12,1,3,MC253R3
"They didn't have a puck or skates, so they couldn't play hockey at school.",255,HC,They,didn't,have,a,puck,or,"skates,",so,they,couldn't,play,hockey,at,school.,,,174,hockey,12,"They didn't have a puck or skates, so they couldn't play hockey",2,12,2,3,HC255R2
We definitely saw the fish swallow the hook with the sharp point.,259,MC,We,definitely,saw,the,fish,swallow,the,hook,with,the,sharp,point.,,,,,219,hook,8,We definitely saw the fish swallow the,1,7,5,3,MC259R1
"Over at the loading dock, they needed a long hose with an attachment.",263,LC,Over,at,the,loading,"dock,",they,needed,a,long,hose,with,an,attachment.,,,,136,hose,10,"Over at the loading dock, they needed a long hose with",3,11,2,3,LC263R3
"For the wedding reception, they were supposed to meet at a nice hotel in town.",265,MC,For,the,wedding,"reception,",they,were,supposed,to,meet,at,a,nice,hotel,in,town.,,131,hotel,13,"For the wedding reception, they were supposed to meet at a nice hotel",2,13,2,3,MC265R2
The chef said that he had run out of ideas to solve the problem.,269,LC,The,chef,said,that,he,had,run,out,of,ideas,to,solve,the,problem.,,,167,ideas,10,The chef said that he had run out of,1,9,5,3,LC269R1
"Using ice and snow, the traditional Eskimo family built a small igloo on a hill.",270,HC,Using,ice,and,"snow,",the,traditional,Eskimo,family,built,a,small,igloo,on,a,hill.,,101,igloo,12,"Using ice and snow, the traditional Eskimo family built a small igloo on",3,13,2,3,HC270R3
The supply cabinet had just run out of ink in the office.,275,LC,The,supply,cabinet,had,just,run,out,of,ink,in,the,office.,,,,,95,ink,9,The supply cabinet had just run out of ink,2,9,3,3,LC275R2
The diabetic lady needed to inject some insulin to control her blood sugar.,276,HC,The,diabetic,lady,needed,to,inject,some,insulin,to,control,her,blood,sugar.,,,,168,insulin,8,The diabetic lady needed to inject some,1,7,6,3,HC276R1
I accidentally burned my hand while using the new iron in the bedroom.,280,MC,I,accidentally,burned,my,hand,while,using,the,new,iron,in,the,bedroom.,,,,29,iron,10,I accidentally burned my hand while using the new iron in,3,11,2,3,MC280R3
The sailors saw a single palm tree in the center of the island in Bermuda.,282,HC,The,sailors,saw,a,single,palm,tree,in,the,center,of,the,island,in,Bermuda.,,183,island,13,The sailors saw a single palm tree in the center of the island,2,13,2,3,HC282R2
"Every Spring, the farmers would make jam and lots of jelly made from raspberries.",286,MC,Every,"Spring,",the,farmers,would,make,jam,and,lots,of,jelly,made,from,raspberries.,,,111,jelly,11,"Every Spring, the farmers would make jam and lots of",1,10,4,3,MC286R1
The elderly man started to choke and sputter while drinking the juice at breakfast.,290,LC,The,elderly,man,started,to,choke,and,sputter,while,drinking,the,juice,at,breakfast.,,,81,juice,12,The elderly man started to choke and sputter while drinking the juice at,3,13,1,3,LC290R3
"As she rushed out, she forgot to take her keys with her.",292,MC,As,she,rushed,"out,",she,forgot,to,take,her,keys,with,her.,,,,,212,keys,10,"As she rushed out, she forgot to take her keys",2,10,2,3,MC292R2
She didn't want to make a judgement based on the first kiss on the lips.,296,LC,She,didn't,want,to,make,a,judgement,based,on,the,first,kiss,on,the,lips.,,132,kiss,12,She didn't want to make a judgement based on the first,1,11,4,3,LC296R1
They were cutting the cake using a silver knife that was valuable.,297,HC,They,were,cutting,the,cake,using,a,silver,knife,that,was,valuable.,,,,,112,knife,9,They were cutting the cake using a silver knife that,3,10,2,3,HC297R3
The marathon runners will cross more than six lanes of traffic.,302,LC,The,marathon,runners,will,cross,more,than,six,lanes,of,traffic.,,,,,,43,lanes,9,The marathon runners will cross more than six lanes,2,9,2,3,LC302R2
The birthday card was funny and made me laugh at work.,303,HC,The,birthday,card,was,funny,and,made,me,laugh,at,work.,,,,,,125,laugh,9,The birthday card was funny and made me,1,8,3,3,HC303R1
We saw our neighbor was working on the lawn in front of his house.,307,MC,We,saw,our,neighbor,was,working,on,the,lawn,in,front,of,his,house.,,,92,lawn,9,We saw our neighbor was working on the lawn in,3,10,4,3,MC307R3
"When the company sued him, he decided to hire a lawyer right away.",309,HC,When,the,company,sued,"him,",he,decided,to,hire,a,lawyer,right,away.,,,,49,lawyer,11,"When the company sued him, he decided to hire a lawyer",2,11,2,3,HC309R2
Her new skirt was made out of black leather and tough fabric.,313,MC,Her,new,skirt,was,made,out,of,black,leather,and,tough,fabric.,,,,,124,leather,9,Her new skirt was made out of black,1,8,4,3,MC313R1
Watson gathered up all the leaves in front of his condo.,317,LC,Watson,gathered,up,all,the,leaves,in,front,of,his,condo.,,,,,,142,leaves,6,Watson gathered up all the leaves in,3,7,4,3,LC317R3
"When Peter's dark secret was discovered, everyone knew he was a liar with real issues.",319,MC,When,Peter's,dark,secret,was,"discovered,",everyone,knew,he,was,a,liar,with,real,issues.,,85,liar,12,"When Peter's dark secret was discovered, everyone knew he was a liar",2,12,3,3,MC319R2
"After finishing up at the store, they went to the library down the street.",323,LC,After,finishing,up,at,the,"store,",they,went,to,the,library,down,the,street.,,,141,library,11,"After finishing up at the store, they went to the",1,10,4,3,LC323R1
"It was dark in the bedroom, so she turned on the light in the corner.",324,HC,It,was,dark,in,the,"bedroom,",so,she,turned,on,the,light,in,the,corner.,,70,light,12,"It was dark in the bedroom, so she turned on the light in",3,13,2,3,HC324R3
"At the store, she bought some black pens and some red lipstick that looked nice.",329,LC,At,the,"store,",she,bought,some,black,pens,and,some,red,lipstick,that,looked,nice.,,205,lipstick,12,"At the store, she bought some black pens and some red lipstick",2,12,3,3,LC329R2
I had to go inside because the jackhammer was very loud and annoying.,330,HC,I,had,to,go,inside,because,the,jackhammer,was,very,loud,and,annoying.,,,,12,loud,11,I had to go inside because the jackhammer was very,1,10,3,3,HC330R1
"For the student's daytrip, he had forgotten to bring his lunch and his thermos.",334,MC,For,the,student's,"daytrip,",he,had,forgotten,to,bring,his,lunch,and,his,thermos.,,,21,lunch,11,"For the student's daytrip, he had forgotten to bring his lunch and",3,12,2,3,MC334R3
The gentleman lit the candle using a single match which was surprising.,336,HC,The,gentleman,lit,the,candle,using,a,single,match,which,was,surprising.,,,,,148,match,9,The gentleman lit the candle using a single match,2,9,3,3,HC336R2
Ben always did well in Biology because he had a good memory since childhood.,340,MC,Ben,always,did,well,in,Biology,because,he,had,a,good,memory,since,childhood.,,,22,memory,12,Ben always did well in Biology because he had a good,1,11,3,3,MC340R1
The local farmers produced a lot of milk that looks fresh.,344,LC,The,local,farmers,produced,a,lot,of,milk,that,looks,fresh.,,,,,,33,milk,8,The local farmers produced a lot of milk that,3,9,2,3,LC344R3
The couple camped near the side of the mountain in the Adirondacks.,346,MC,The,couple,camped,near,the,side,of,the,mountain,in,the,Adirondacks.,,,,,154,mountain,9,The couple camped near the side of the mountain,2,9,3,3,MC346R2
"When the building burned down, the man was arrested for murder and arson.",350,LC,When,the,building,burned,"down,",the,man,was,arrested,for,murder,and,arson.,,,,208,murder,11,"When the building burned down, the man was arrested for",1,10,3,3,LC350R1
"Before the weight lifting tournament, he needed to build some muscle real fast.",351,HC,Before,the,weight,lifting,"tournament,",he,needed,to,build,some,muscle,real,fast.,,,,53,muscle,11,"Before the weight lifting tournament, he needed to build some muscle real",3,12,1,3,HC351R3
When he was walking past the kitchen he accidentally dropped a napkin made of linen.,356,LC,When,he,was,walking,past,the,kitchen,he,accidentally,dropped,a,napkin,made,of,linen.,,34,napkin,12,When he was walking past the kitchen he accidentally dropped a napkin,2,12,3,3,LC356R2
They had to walk single file because the path was too narrow and cramped.,357,HC,They,had,to,walk,single,file,because,the,path,was,too,narrow,and,cramped.,,,108,narrow,12,They had to walk single file because the path was too,1,11,3,3,HC357R1
"Of all the animals, the flamingo is known for its long neck and distinctive colors.",361,MC,Of,all,the,"animals,",the,flamingo,is,known,for,its,long,neck,and,distinctive,colors.,,211,neck,12,"Of all the animals, the flamingo is known for its long neck and",3,13,2,3,MC361R3
She couldn't get the thread through the eye of the needle while quilting.,363,HC,She,couldn't,get,the,thread,through,the,eye,of,the,needle,while,quilting.,,,,193,needle,11,She couldn't get the thread through the eye of the needle,2,11,2,3,HC363R2
"Up in the poplar tree, the stray cat found a nest made of twigs.",367,MC,Up,in,the,poplar,"tree,",the,stray,cat,found,a,nest,made,of,twigs.,,,207,nest,11,"Up in the poplar tree, the stray cat found a",1,10,4,3,MC367R1
Samantha and Karen suspected it was under the net in the high school gym.,371,LC,Samantha,and,Karen,suspected,it,was,under,the,net,in,the,high,school,gym.,,,54,net,9,Samantha and Karen suspected it was under the net in,3,10,4,3,LC371R3
"To keep their relationship secret, they usually meet at night in the city.",373,MC,To,keep,their,relationship,"secret,",they,usually,meet,at,night,in,the,city.,,,,184,night,10,"To keep their relationship secret, they usually meet at night",2,10,3,3,MC373R2
Jack remembered that he needed to clean the oven at home.,377,LC,Jack,remembered,that,he,needed,to,clean,the,oven,at,home.,,,,,,86,oven,9,Jack remembered that he needed to clean the,1,8,3,3,LC377R1
The heroin addict died of an overdose in the motel room.,378,HC,The,heroin,addict,died,of,an,overdose,in,the,motel,room.,,,,,,159,overdose,7,The heroin addict died of an overdose in,3,8,3,3,HC378R3
Erica had always wanted to try a new type of paint for the mural.,383,LC,Erica,had,always,wanted,to,try,a,new,type,of,paint,for,the,mural.,,,110,paint,11,Erica had always wanted to try a new type of paint,2,11,3,3,LC383R2
The student opened his notebook and pulled out a piece of paper for taking notes.,384,HC,The,student,opened,his,notebook,and,pulled,out,a,piece,of,paper,for,taking,notes.,,72,paper,12,The student opened his notebook and pulled out a piece of,1,11,4,3,HC384R1
