words,itemnum,condition,word01,word02,word03,word04,word05,word06,word07,word08,word09,word10,word11,word12,word13,word14,word15,word16,group,critical_word,critical_word_pos,Sentence,RemovalType,WordsKept,WordsRemoved,ListNumber,Code
She had to be interviewed by the lawyer and the doctor at the clinic.,164,LC,She,had,to,be,interviewed,by,the,lawyer,and,the,doctor,at,the,clinic.,,,133,doctor,11,She had to be interviewed by the lawyer and the doctor,2,11,3,8,LC164R2
The bird typically used to symbolize peace is a white dove with outstretched wings.,165,HC,The,bird,typically,used,to,symbolize,peace,is,a,white,dove,with,outstretched,wings.,,,180,dove,11,The bird typically used to symbolize peace is a white,1,10,4,8,HC165R1
"When she moved away, my girlfriend sold the black dress with sequins.",170,LC,When,she,moved,"away,",my,girlfriend,sold,the,black,dress,with,sequins.,,,,,128,dress,10,"When she moved away, my girlfriend sold the black dress with",3,11,1,8,LC170R3
He was very thirsty and needed something to drink at the bar.,171,HC,He,was,very,thirsty,and,needed,something,to,drink,at,the,bar.,,,,,153,drink,9,He was very thirsty and needed something to drink,2,9,3,8,HC171R2
They mortgaged all their land after last year's drought in California.,175,MC,They,mortgaged,all,their,land,after,last,year's,drought,in,California.,,,,,,8,drought,9,They mortgaged all their land after last year's,1,8,3,8,MC175R1
My wife hangs the wet clothes outside to dry behind the barn.,177,HC,My,wife,hangs,the,wet,clothes,outside,to,dry,behind,the,barn.,,,,,96,dry,9,My wife hangs the wet clothes outside to dry behind,3,10,2,8,HC177R3
"The premiere was starting, and she had nothing to eat while she waited.",181,MC,The,premiere,was,"starting,",and,she,had,nothing,to,eat,while,she,waited.,,,,36,eat,10,"The premiere was starting, and she had nothing to eat",2,10,3,8,MC181R2
The girl was planning to buy some more eggs after sunrise.,185,LC,The,girl,was,planning,to,buy,some,more,eggs,after,sunrise.,,,,,,147,eggs,9,The girl was planning to buy some more,1,8,3,8,LC185R1
The senator's wife was very angry about the election that was weeks away.,187,MC,The,senator's,wife,was,very,angry,about,the,election,that,was,weeks,away.,,,,83,election,9,The senator's wife was very angry about the election that,3,10,3,8,MC187R3
Timmy wanted to hear another bedtime story about the elves on Christmas Eve.,191,LC,Timmy,wanted,to,hear,another,bedtime,story,about,the,elves,on,Christmas,Eve.,,,,197,elves,10,Timmy wanted to hear another bedtime story about the elves,2,10,3,8,LC191R2
"Melissa was crying, and we saw tears in her eyes which were bright blue.",192,HC,Melissa,was,"crying,",and,we,saw,tears,in,her,eyes,which,were,bright,blue.,,,10,eyes,10,"Melissa was crying, and we saw tears in her",1,9,5,8,HC192R1
My uncle is installing solar panels on his farm in Pennsylvania.,197,LC,My,uncle,is,installing,solar,panels,on,his,farm,in,Pennsylvania.,,,,,,66,farm,9,My uncle is installing solar panels on his farm in,3,10,1,8,LC197R3
"Because he loved to work the land, Jim became a farmer in his hometown.",198,HC,Because,he,loved,to,work,the,"land,",Jim,became,a,farmer,in,his,hometown.,,,149,farmer,11,"Because he loved to work the land, Jim became a farmer",2,11,3,8,HC198R2
All the books were stacked on the floor because the boss insisted.,202,MC,All,the,books,were,stacked,on,the,floor,because,the,boss,insisted.,,,,,32,floor,8,All the books were stacked on the,1,7,5,8,MC202R1
"To keep the dough from sticking, she dusted her hands with flour from the store.",204,HC,To,keep,the,dough,from,"sticking,",she,dusted,her,hands,with,flour,from,the,store.,,146,flour,12,"To keep the dough from sticking, she dusted her hands with flour from",3,13,2,8,HC204R3
"As an anniversary gift, she received a rare kind of flower according to Alan.",208,MC,As,an,anniversary,"gift,",she,received,a,rare,kind,of,flower,according,to,Alan.,,,185,flower,11,"As an anniversary gift, she received a rare kind of flower",2,11,3,8,MC208R2
"When he dropped the new toy, it could no longer fly or move around.",212,LC,When,he,dropped,the,new,"toy,",it,could,no,longer,fly,or,move,around.,,,172,fly,11,"When he dropped the new toy, it could no longer",1,10,4,8,LC212R1
"Brenda is the editor, and she recently decided to switch the font of the magazine.",214,MC,Brenda,is,the,"editor,",and,she,recently,decided,to,switch,the,font,of,the,magazine.,,181,font,12,"Brenda is the editor, and she recently decided to switch the font of",3,13,2,8,MC214R3
"While she was shopping yesterday, she bought an elegant frame made of silver.",218,LC,While,she,was,shopping,"yesterday,",she,bought,an,elegant,frame,made,of,silver.,,,,150,frame,10,"While she was shopping yesterday, she bought an elegant frame",2,10,3,8,LC218R2
Apples are definitely his favorite type of fruit as well.,219,HC,Apples,are,definitely,his,favorite,type,of,fruit,as,well.,,,,,,,178,fruit,8,Apples are definitely his favorite type of,1,7,3,8,HC219R1
The store always charged too much for a gallon in Virginia.,224,LC,The,store,always,charged,too,much,for,a,gallon,in,Virginia.,,,,,,122,gallon,9,The store always charged too much for a gallon in,3,10,1,8,LC224R3
"Her vision was terrible, and she has to wear glasses in class.",225,HC,Her,vision,was,"terrible,",and,she,has,to,wear,glasses,in,class.,,,,,44,glasses,10,"Her vision was terrible, and she has to wear glasses",2,10,2,8,HC225R2
The trainee used the thick rubber gloves in the hospital.,229,MC,The,trainee,used,the,thick,rubber,gloves,in,the,hospital.,,,,,,,143,gloves,7,The trainee used the thick rubber,1,6,4,8,MC229R1
The soccer team celebrated after their player scored a goal during the game.,231,HC,The,soccer,team,celebrated,after,their,player,scored,a,goal,during,the,game.,,,,137,goal,10,The soccer team celebrated after their player scored a goal during,3,11,2,8,HC231R3
The miners were able to extract lots of iron and gold from India.,235,MC,The,miners,were,able,to,extract,lots,of,iron,and,gold,from,India.,,,,215,gold,11,The miners were able to extract lots of iron and gold,2,11,2,8,MC235R2
Timmy listened to hear if the men would say grace around the table.,239,LC,Timmy,listened,to,hear,if,the,men,would,say,grace,around,the,table.,,,,114,grace,10,Timmy listened to hear if the men would say,1,9,4,8,LC239R1
She thickened the stock to make a delicious gravy that tastes great.,241,MC,She,thickened,the,stock,to,make,a,delicious,gravy,that,tastes,great.,,,,,31,gravy,9,She thickened the stock to make a delicious gravy that,3,10,2,8,MC241R3
The software was designed by a brilliant hacker living in San Bernardino.,245,LC,The,software,was,designed,by,a,brilliant,hacker,living,in,San,Bernardino.,,,,,18,hacker,8,The software was designed by a brilliant hacker,2,8,4,8,LC245R2
The barber gave Brian a nice looking haircut with clean lines.,246,HC,The,barber,gave,Brian,a,nice,looking,haircut,with,clean,lines.,,,,,,84,haircut,8,The barber gave Brian a nice looking,1,7,4,8,HC246R1
I was very uncomfortable because I had a cramp in my hand at the office.,251,LC,I,was,very,uncomfortable,because,I,had,a,cramp,in,my,hand,at,the,office.,,191,hand,12,I was very uncomfortable because I had a cramp in my hand at,3,13,2,8,LC251R3
The child couldn't carry the luggage because it was too heavy and bulky.,252,HC,The,child,couldn't,carry,the,luggage,because,it,was,too,heavy,and,bulky.,,,,67,heavy,11,The child couldn't carry the luggage because it was too heavy,2,11,2,8,HC252R2
My brother got his teeth knocked out while trying to play hockey at school.,256,MC,My,brother,got,his,teeth,knocked,out,while,trying,to,play,hockey,at,school.,,,174,hockey,12,My brother got his teeth knocked out while trying to play,1,11,3,8,MC256R1
The fisherman attached the worm to the hook with the sharp point.,258,HC,The,fisherman,attached,the,worm,to,the,hook,with,the,sharp,point.,,,,,219,hook,8,The fisherman attached the worm to the hook with,3,9,3,8,HC258R3
"Outside in the back yard, they needed a long hose with an attachment.",262,MC,Outside,in,the,back,"yard,",they,needed,a,long,hose,with,an,attachment.,,,,136,hose,10,"Outside in the back yard, they needed a long hose",2,10,3,8,MC262R2
The investment banker was supposed to meet his client at a nice hotel in town.,266,LC,The,investment,banker,was,supposed,to,meet,his,client,at,a,nice,hotel,in,town.,,131,hotel,13,The investment banker was supposed to meet his client at a nice,1,12,3,8,LC266R1
The consultant said that he had run out of ideas to solve the problem.,268,MC,The,consultant,said,that,he,had,run,out,of,ideas,to,solve,the,problem.,,,167,ideas,10,The consultant said that he had run out of ideas to,3,11,3,8,MC268R3
The shivering family was huddled in the shelter of a small igloo on a hill.,272,LC,The,shivering,family,was,huddled,in,the,shelter,of,a,small,igloo,on,a,hill.,,101,igloo,12,The shivering family was huddled in the shelter of a small igloo,2,12,3,8,LC272R2
His green pen had just run out of ink in the office.,273,HC,His,green,pen,had,just,run,out,of,ink,in,the,office.,,,,,95,ink,9,His green pen had just run out of,1,8,4,8,HC273R1
The homeless woman tried to inject some insulin to control her blood sugar.,278,LC,The,homeless,woman,tried,to,inject,some,insulin,to,control,her,blood,sugar.,,,,168,insulin,8,The homeless woman tried to inject some insulin to,3,9,4,8,LC278R3
I smoothed out the wrinkled pants with the new iron in the bedroom.,279,HC,I,smoothed,out,the,wrinkled,pants,with,the,new,iron,in,the,bedroom.,,,,29,iron,10,I smoothed out the wrinkled pants with the new iron,2,10,3,8,HC279R2
The rescue workers recently found an old hermit living alone on the island in Bermuda.,283,MC,The,rescue,workers,recently,found,an,old,hermit,living,alone,on,the,island,in,Bermuda.,,183,island,13,The rescue workers recently found an old hermit living alone on the,1,12,3,8,MC283R1
She smothered the sandwich with peanut butter and lots of jelly made from raspberries.,285,HC,She,smothered,the,sandwich,with,peanut,butter,and,lots,of,jelly,made,from,raspberries.,,,111,jelly,11,She smothered the sandwich with peanut butter and lots of jelly made,3,12,2,8,HC285R3
My husband was flipping the pancakes and I was pouring the juice at breakfast.,289,MC,My,husband,was,flipping,the,pancakes,and,I,was,pouring,the,juice,at,breakfast.,,,81,juice,12,My husband was flipping the pancakes and I was pouring the juice,2,12,2,8,MC289R2
"While running her errands, she forgot to take her keys with her.",293,LC,While,running,her,"errands,",she,forgot,to,take,her,keys,with,her.,,,,,212,keys,10,"While running her errands, she forgot to take her",1,9,3,8,LC293R1
Emma bragged to her friends that she had gotten her first kiss on the lips.,295,MC,Emma,bragged,to,her,friends,that,she,had,gotten,her,first,kiss,on,the,lips.,,132,kiss,12,Emma bragged to her friends that she had gotten her first kiss on,3,13,2,8,MC295R3
"When my grandfather died, I inherited a silver knife that was valuable.",299,LC,When,my,grandfather,"died,",I,inherited,a,silver,knife,that,was,valuable.,,,,,112,knife,9,"When my grandfather died, I inherited a silver knife",2,9,3,8,LC299R2
The wide highway downtown has more than six lanes of traffic.,300,HC,The,wide,highway,downtown,has,more,than,six,lanes,of,traffic.,,,,,,43,lanes,9,The wide highway downtown has more than six,1,8,3,8,HC300R1
My supervisor and coworkers have never seen me laugh at work.,305,LC,My,supervisor,and,coworkers,have,never,seen,me,laugh,at,work.,,,,,,125,laugh,9,My supervisor and coworkers have never seen me laugh at,3,10,1,8,LC305R3
The owner paid the children to mow the lawn in front of his house.,306,HC,The,owner,paid,the,children,to,mow,the,lawn,in,front,of,his,house.,,,92,lawn,9,The owner paid the children to mow the lawn,2,9,5,8,HC306R2
"When he crashed his car, he decided to hire a lawyer right away.",310,MC,When,he,crashed,his,"car,",he,decided,to,hire,a,lawyer,right,away.,,,,49,lawyer,11,"When he crashed his car, he decided to hire a",1,10,3,8,MC310R1
The motorcycle jacket was made out of black leather and tough fabric.,312,HC,The,motorcycle,jacket,was,made,out,of,black,leather,and,tough,fabric.,,,,,124,leather,9,The motorcycle jacket was made out of black leather and,3,10,2,8,HC312R3
The breeze lifted all the leaves in front of his condo.,316,MC,The,breeze,lifted,all,the,leaves,in,front,of,his,condo.,,,,,,142,leaves,6,The breeze lifted all the leaves,2,6,5,8,MC316R2
"When Peter got out of prison, everyone knew he was a liar with real issues.",320,LC,When,Peter,got,out,of,"prison,",everyone,knew,he,was,a,liar,with,real,issues.,,85,liar,12,"When Peter got out of prison, everyone knew he was a",1,11,4,8,LC320R1
To get some peace and quiet he went to the library down the street.,322,MC,To,get,some,peace,and,quiet,he,went,to,the,library,down,the,street.,,,141,library,11,To get some peace and quiet he went to the library down,3,12,2,8,MC322R3
You can damage your vision if you keep staring at the light in the corner.,326,LC,You,can,damage,your,vision,if,you,keep,staring,at,the,light,in,the,corner.,,70,light,12,You can damage your vision if you keep staring at the light,2,12,3,8,LC326R2
"Before meeting Brad, she put on black eyeliner and some red lipstick that looked nice.",327,HC,Before,meeting,"Brad,",she,put,on,black,eyeliner,and,some,red,lipstick,that,looked,nice.,,205,lipstick,12,"Before meeting Brad, she put on black eyeliner and some red",1,11,4,8,HC327R1
"She saw her coworker at the bar, who was very loud and annoying.",332,LC,She,saw,her,coworker,at,the,"bar,",who,was,very,loud,and,annoying.,,,,12,loud,11,"She saw her coworker at the bar, who was very loud and",3,12,1,8,LC332R3
"He didn't eat breakfast, and he forgot to pack his lunch and his thermos.",333,HC,He,didn't,eat,"breakfast,",and,he,forgot,to,pack,his,lunch,and,his,thermos.,,,21,lunch,11,"He didn't eat breakfast, and he forgot to pack his lunch",2,11,3,8,HC333R2
The forest fire was started by a single match which was surprising.,337,MC,The,forest,fire,was,started,by,a,single,match,which,was,surprising.,,,,,148,match,9,The forest fire was started by a single,1,8,4,8,MC337R1
Ben was great at remembering numbers because he had a good memory since childhood.,339,HC,Ben,was,great,at,remembering,numbers,because,he,had,a,good,memory,since,childhood.,,,22,memory,12,Ben was great at remembering numbers because he had a good memory since,3,13,1,8,HC339R3
The large jug held a lot of milk that looks fresh.,343,MC,The,large,jug,held,a,lot,of,milk,that,looks,fresh.,,,,,,33,milk,8,The large jug held a lot of milk,2,8,3,8,MC343R2
The scholars learned about the history of the mountain in the Adirondacks.,347,LC,The,scholars,learned,about,the,history,of,the,mountain,in,the,Adirondacks.,,,,,154,mountain,9,The scholars learned about the history of the,1,8,4,8,LC347R1
Our son was innocent and shouldn't have been arrested for murder and arson.,349,MC,Our,son,was,innocent,and,shouldn't,have,been,arrested,for,murder,and,arson.,,,,208,murder,11,Our son was innocent and shouldn't have been arrested for murder and,3,12,1,8,MC349R3
"After arriving at the campus, he wanted to build some muscle real fast.",353,LC,After,arriving,at,the,"campus,",he,wanted,to,build,some,muscle,real,fast.,,,,53,muscle,11,"After arriving at the campus, he wanted to build some muscle",2,11,2,8,LC353R2
"The burgers were messy, so he made sure to grab a napkin made of linen.",354,HC,The,burgers,were,"messy,",so,he,made,sure,to,grab,a,napkin,made,of,linen.,,34,napkin,12,"The burgers were messy, so he made sure to grab a",1,11,4,8,HC354R1
They decided not to go rafting because the river was too narrow and cramped.,359,LC,They,decided,not,to,go,rafting,because,the,river,was,too,narrow,and,cramped.,,,108,narrow,12,They decided not to go rafting because the river was too narrow and,3,13,1,8,LC359R3
"Of all the animals, the giraffe is known for its long neck and distinctive colors.",360,HC,Of,all,the,"animals,",the,giraffe,is,known,for,its,long,neck,and,distinctive,colors.,,211,neck,12,"Of all the animals, the giraffe is known for its long neck",2,12,3,8,HC360R2
The woman accidentally poked herself with the tip of the needle while quilting.,364,MC,The,woman,accidentally,poked,herself,with,the,tip,of,the,needle,while,quilting.,,,,193,needle,11,The woman accidentally poked herself with the tip of the,1,10,3,8,MC364R1
"Before laying its eggs, the robin had to build a nest made of twigs.",366,HC,Before,laying,its,"eggs,",the,robin,had,to,build,a,nest,made,of,twigs.,,,207,nest,11,"Before laying its eggs, the robin had to build a nest made",3,12,2,8,HC366R3
The referee saw the ball roll under the net in the high school gym.,370,MC,The,referee,saw,the,ball,roll,under,the,net,in,the,high,school,gym.,,,54,net,9,The referee saw the ball roll under the net,2,9,5,8,MC370R2
The student was going to get her degree at night in the city.,374,LC,The,student,was,going,to,get,her,degree,at,night,in,the,city.,,,,184,night,10,The student was going to get her degree at,1,9,4,8,LC374R1
Jack remembered that he left something in the oven at home.,376,MC,Jack,remembered,that,he,left,something,in,the,oven,at,home.,,,,,,86,oven,9,Jack remembered that he left something in the oven at,3,10,1,8,MC376R3
The celebrity showed signs of an overdose in the motel room.,380,LC,The,celebrity,showed,signs,of,an,overdose,in,the,motel,room.,,,,,,159,overdose,7,The celebrity showed signs of an overdose,2,7,4,8,LC380R2
The artist dipped her brush into a fresh can of paint for the mural.,381,HC,The,artist,dipped,her,brush,into,a,fresh,can,of,paint,for,the,mural.,,,110,paint,11,The artist dipped her brush into a fresh can of,1,10,4,8,HC381R1
The two researchers working in the clinical program needed lots of paper for taking notes.,386,LC,The,two,researchers,working,in,the,clinical,program,needed,lots,of,paper,for,taking,notes.,,72,paper,12,The two researchers working in the clinical program needed lots of paper for,3,13,2,8,LC386R3
